id,runs,type,bowler
25,4,byes,JH Kallis
36,1,wides,JH Kallis
49,2,wides,CL White
79,1,legbyes,P Kumar
81,1,wides,P Kumar
85,1,legbyes,P Kumar
94,1,legbyes,P Kumar
98,5,wides,AA Noffke
100,1,legbyes,AA Noffke
123,1,wides,AB Agarkar
124,1,wides,AB Agarkar
129,1,legbyes,SC Ganguly
137,1,wides,AB Agarkar
138,1,wides,AB Agarkar
145,1,wides,SC Ganguly
146,1,legbyes,SC Ganguly
162,2,wides,LR Shukla
174,1,wides,I Sharma
178,1,legbyes,I Sharma
181,1,wides,LR Shukla
186,1,legbyes,I Sharma
204,1,wides,AB Dinda
212,4,legbyes,I Sharma
220,1,wides,AB Dinda
256,1,wides,WA Mota
259,1,wides,WA Mota
269,1,legbyes,JR Hopes
314,1,wides,S Sreesanth
318,1,noballs,B Lee
331,1,legbyes,B Lee
382,1,legbyes,P Amarnath
385,1,legbyes,P Amarnath
391,2,wides,M Muralitharan
402,1,byes,P Amarnath
407,1,legbyes,MS Gony
417,1,byes,M Muralitharan
461,1,wides,MS Gony
464,1,wides,MS Gony
470,1,legbyes,M Muralitharan
472,1,wides,Joginder Sharma
475,1,wides,GD McGrath
489,1,wides,YK Pathan
512,5,wides,D Salunkhe
520,1,wides,SK Trivedi
586,1,legbyes,MF Maharoof
595,1,legbyes,MF Maharoof
603,1,byes,R Bhatia
607,1,legbyes,MF Maharoof
628,2,wides,R Bhatia
666,1,wides,SK Trivedi
680,1,wides,SK Trivedi
685,1,wides,SR Watson
706,1,wides,P Kumar
713,4,legbyes,Z Khan
727,1,wides,JH Kallis
735,1,byes,B Akhil
745,1,wides,JH Kallis
750,1,byes,B Akhil
801,1,wides,DS Kulkarni
821,1,legbyes,JH Kallis
830,1,legbyes,R Vinay Kumar
854,1,wides,A Nehra
858,1,wides,A Nehra
892,1,wides,DS Kulkarni
905,1,wides,Harbhajan Singh
941,4,legbyes,RP Singh
945,1,legbyes,WPUJC Vaas
977,1,legbyes,Mohammad Hafeez
992,1,wides,I Sharma
996,1,wides,DJ Hussey
1018,1,noballs,AB Dinda
1024,1,legbyes,I Sharma
1028,1,wides,I Sharma
1030,1,wides,I Sharma
1063,1,noballs,Mohammad Hafeez
1077,1,legbyes,Mohammad Hafeez
1079,1,legbyes,Mohammad Hafeez
1096,1,wides,PP Ojha
1110,1,legbyes,PP Ojha
1126,1,legbyes,SB Styris
1131,1,legbyes,PP Ojha
1147,1,wides,SB Bangar
1153,1,wides,SB Styris
1165,4,byes,A Symonds
1167,1,wides,A Symonds
1168,5,wides,A Symonds
1171,1,noballs,A Symonds
1174,5,wides,SB Bangar
1177,1,wides,PP Ojha
1227,1,noballs,S Sreesanth
1248,1,wides,JR Hopes
1259,1,noballs,B Lee
1266,1,wides,S Sreesanth
1271,1,noballs,S Sreesanth
1277,1,noballs,B Lee
1280,1,wides,S Sreesanth
1284,1,wides,S Sreesanth
1288,1,legbyes,JR Hopes
1299,1,wides,D Salunkhe
1304,1,wides,D Salunkhe
1305,1,legbyes,D Salunkhe
1373,1,noballs,SR Watson
1377,1,legbyes,B Lee
1391,1,wides,IK Pathan
1418,1,wides,IK Pathan
1419,1,legbyes,GD McGrath
1469,1,legbyes,Mohammad Asif
1492,1,legbyes,VY Mahesh
1497,1,noballs,VY Mahesh
1529,1,wides,RP Singh
1552,1,wides,MF Maharoof
1581,1,wides,WPUJC Vaas
1589,1,wides,SB Bangar
1609,2,wides,PP Ojha
1611,2,wides,PP Ojha
1613,5,penalty,PP Ojha
1624,1,legbyes,MA Khote
1632,1,wides,JDP Oram
1635,4,legbyes,MS Gony
1644,1,wides,JDP Oram
1652,1,legbyes,MS Gony
1672,1,noballs,MS Gony
1690,1,wides,M Muralitharan
1691,1,wides,M Muralitharan
1692,1,wides,M Muralitharan
1703,1,wides,SM Pollock
1721,4,byes,SM Pollock
1735,1,wides,A Nehra
1739,1,wides,A Nehra
1747,1,noballs,DS Kulkarni
1757,1,legbyes,DJ Bravo
1762,1,legbyes,Harbhajan Singh
1777,5,wides,VS Yeligati
1798,1,wides,DJ Bravo
1818,1,noballs,A Nehra
1832,1,noballs,Joginder Sharma
1869,1,wides,M Muralitharan
1911,1,wides,SR Watson
1947,1,legbyes,RP Singh
1948,1,noballs,RP Singh
1971,2,legbyes,RP Singh
1984,1,wides,RP Singh
2023,1,wides,SK Warne
2045,1,noballs,SK Trivedi
2072,1,wides,MM Patel
2073,1,wides,MM Patel
2078,1,wides,SR Watson
2092,1,legbyes,A Symonds
2122,1,wides,Shahid Afridi
2156,1,wides,DS Kulkarni
2158,1,legbyes,Harbhajan Singh
2185,1,wides,SM Pollock
2191,1,noballs,DS Kulkarni
2198,2,wides,Harbhajan Singh
2203,1,byes,DS Kulkarni
2210,1,legbyes,B Lee
2216,1,wides,IK Pathan
2227,1,wides,IK Pathan
2248,1,wides,PP Chawla
2256,1,noballs,S Sreesanth
2315,1,noballs,S Sreesanth
2319,1,wides,VRV Singh
2399,1,wides,R Vinay Kumar
2407,1,legbyes,Z Khan
2440,1,legbyes,SK Warne
2450,1,noballs,SR Watson
2460,1,legbyes,Sohail Tanvir
2463,1,wides,Sohail Tanvir
2495,1,wides,SK Trivedi
2496,1,wides,SK Trivedi
2595,1,wides,A Kumble
2609,1,noballs,MS Gony
2643,1,wides,M Muralitharan
2654,1,wides,M Muralitharan
2684,1,wides,Joginder Sharma
2689,1,wides,AB Dinda
2695,1,legbyes,I Sharma
2705,5,wides,AB Dinda
2707,1,noballs,I Sharma
2710,1,legbyes,I Sharma
2722,1,legbyes,AB Agarkar
2737,1,wides,Mohammad Hafeez
2754,1,legbyes,P Amarnath
2778,1,wides,M Muralitharan
2780,1,legbyes,M Muralitharan
2787,1,noballs,Joginder Sharma
2808,1,byes,LR Shukla
2810,1,legbyes,M Kartik
2823,5,wides,I Sharma
2841,1,wides,RP Singh
2859,1,legbyes,RP Singh
2865,1,noballs,Shahid Afridi
2874,1,wides,DNT Zoysa
2902,1,legbyes,RP Singh
2903,1,wides,RP Singh
2917,1,byes,RP Singh
2953,1,wides,SD Chitnis
2955,1,legbyes,SD Chitnis
2965,1,wides,DJ Bravo
2973,4,byes,ST Jayasuriya
2980,1,wides,AM Nayar
2984,1,wides,DJ Bravo
3010,1,legbyes,Shahid Afridi
3015,1,noballs,DNT Zoysa
3029,1,legbyes,SB Bangar
3034,1,byes,RP Singh
3044,1,wides,Shoaib Malik
3049,1,wides,Shoaib Malik
3072,1,noballs,Shoaib Malik
3075,1,wides,MF Maharoof
3081,1,wides,R Bhatia
3106,1,legbyes,Mohammad Asif
3108,1,noballs,Mohammad Asif
3123,1,wides,IK Pathan
3124,1,legbyes,IK Pathan
3135,1,legbyes,B Lee
3141,1,wides,IK Pathan
3160,2,wides,PP Chawla
3200,1,wides,Yuvraj Singh
3207,1,legbyes,B Lee
3210,1,legbyes,B Lee
3213,1,legbyes,S Sreesanth
3218,1,wides,IK Pathan
3245,1,legbyes,GD McGrath
3259,1,legbyes,GD McGrath
3355,1,wides,DW Steyn
3381,1,wides,DW Steyn
3383,1,wides,DW Steyn
3400,1,legbyes,Z Khan
3409,1,wides,JA Morkel
3412,1,wides,JA Morkel
3420,1,wides,JA Morkel
3461,1,wides,Joginder Sharma
3490,1,wides,JDP Oram
3494,1,wides,JDP Oram
3531,1,legbyes,Joginder Sharma
3568,4,legbyes,DS Kulkarni
3584,1,wides,ST Jayasuriya
3592,1,wides,DJ Bravo
3633,1,wides,CRD Fernando
3661,4,legbyes,AB Dinda
3665,1,legbyes,M Kartik
3672,5,wides,Mohammad Hafeez
3680,1,wides,M Kartik
3719,1,noballs,AB Agarkar
3725,1,legbyes,DS Kulkarni
3727,3,wides,DS Kulkarni
3736,1,wides,CRD Fernando
3737,1,byes,CRD Fernando
3739,1,wides,AB Agarkar
3741,1,wides,AB Agarkar
3757,1,wides,AB Agarkar
3792,1,noballs,VY Mahesh
3805,1,legbyes,VY Mahesh
3816,1,legbyes,V Sehwag
3838,1,legbyes,Mohammad Asif
3846,1,byes,Shoaib Malik
3847,1,legbyes,Shoaib Malik
3850,4,legbyes,Mohammad Asif
3868,1,wides,DW Steyn
3878,1,legbyes,Z Khan
3879,1,legbyes,Z Khan
3955,1,noballs,DW Steyn
3997,2,legbyes,Mohammad Asif
4086,1,byes,VRV Singh
4119,1,wides,IK Pathan
4128,1,wides,S Sreesanth
4141,1,wides,D Kalyankrishna
4167,1,legbyes,D Kalyankrishna
4190,1,wides,D Kalyankrishna
4192,1,wides,RP Singh
4205,1,legbyes,DNT Zoysa
4220,1,legbyes,IK Pathan
4254,1,wides,RP Singh
4282,1,wides,Umar Gul
4308,1,legbyes,Umar Gul
4310,1,noballs,Umar Gul
4316,1,noballs,I Sharma
4327,1,noballs,LR Shukla
4331,1,wides,AB Dinda
4353,1,wides,AB Dinda
4374,4,legbyes,Umar Gul
4380,1,wides,SK Trivedi
4394,1,wides,SK Trivedi
4413,1,byes,MM Patel
4420,1,wides,SK Warne
4439,1,legbyes,YK Pathan
4449,1,byes,Sohail Tanvir
4455,1,legbyes,I Sharma
4457,1,byes,I Sharma
4462,1,noballs,Umar Gul
4469,1,wides,SR Watson
4470,1,legbyes,SR Watson
4474,1,wides,Sohail Tanvir
4477,1,wides,Sohail Tanvir
4485,1,wides,SR Watson
4503,1,byes,Sohail Tanvir
4516,1,noballs,M Muralitharan
4522,1,noballs,Joginder Sharma
4574,1,byes,JA Morkel
4593,1,wides,Mohammad Asif
4606,1,noballs,VY Mahesh
4607,1,noballs,VY Mahesh
4628,1,wides,PJ Sangwan
4634,2,wides,Shoaib Malik
4690,1,wides,PJ Sangwan
4723,1,wides,MS Gony
4730,1,legbyes,M Ntini
4744,1,wides,JA Morkel
4781,1,wides,JH Kallis
4795,1,noballs,V Kohli
4797,1,wides,V Kohli
4813,1,legbyes,A Kumble
4833,5,wides,A Kumble
4834,1,legbyes,A Kumble
4840,1,wides,DW Steyn
4853,1,legbyes,DW Steyn
4864,1,legbyes,SB Bangar
4866,1,legbyes,DP Vijaykumar
4945,1,noballs,R Vinay Kumar
4991,1,legbyes,DP Vijaykumar
5022,1,wides,AB Dinda
5032,4,byes,DJ Hussey
5035,1,wides,Umar Gul
5038,1,legbyes,Umar Gul
5049,1,wides,Umar Gul
5056,1,noballs,I Sharma
5068,1,legbyes,Umar Gul
5089,1,legbyes,AB Dinda
5097,1,wides,AB Agarkar
5109,1,wides,IK Pathan
5180,1,legbyes,I Sharma
5190,1,legbyes,I Sharma
5198,5,wides,S Sreesanth
5235,1,byes,IK Pathan
5275,1,noballs,DS Kulkarni
5297,1,legbyes,DJ Bravo
5299,1,legbyes,DJ Bravo
5309,1,legbyes,A Nehra
5320,1,legbyes,GD McGrath
5338,1,wides,Mohammad Asif
5370,1,noballs,PJ Sangwan
5377,4,byes,VY Mahesh
5396,1,legbyes,PJ Sangwan
5431,1,wides,Mohammad Asif
5433,1,wides,Mohammad Asif
5539,1,wides,SR Watson
5564,1,wides,SR Watson
5567,4,byes,SR Watson
5573,1,legbyes,Sohail Tanvir
5590,1,noballs,JA Morkel
5592,5,wides,JA Morkel
5593,1,wides,JA Morkel
5595,4,legbyes,JA Morkel
5600,5,wides,M Muralitharan
5620,1,wides,S Vidyut
5625,1,wides,M Muralitharan
5644,1,legbyes,M Ntini
5650,1,legbyes,MS Gony
5683,1,wides,JA Morkel
5691,4,legbyes,DW Steyn
5693,1,wides,Z Khan
5695,1,wides,Z Khan
5699,1,wides,DW Steyn
5705,1,legbyes,Z Khan
5706,1,wides,Z Khan
5713,1,legbyes,JR Hopes
5729,5,wides,PP Chawla
5764,1,wides,S Sreesanth
5773,1,wides,IK Pathan
5781,1,wides,S Sreesanth
5803,1,wides,VRV Singh
5835,1,wides,A Kumble
5848,1,wides,DW Steyn
5874,1,legbyes,JH Kallis
5880,1,wides,A Kumble
5891,4,legbyes,JH Kallis
5929,4,legbyes,RP Singh
5945,1,wides,RP Singh
5952,1,wides,RP Singh
5959,1,legbyes,M Muralitharan
5984,1,wides,M Muralitharan
6024,1,wides,JA Morkel
6032,1,legbyes,DP Vijaykumar
6038,1,wides,SB Styris
6069,1,wides,PP Ojha
6098,1,legbyes,Shahid Afridi
6130,1,noballs,Joginder Sharma
6131,1,noballs,Joginder Sharma
6197,1,wides,RR Raje
6223,1,wides,Sohail Tanvir
6225,1,wides,Sohail Tanvir
6231,1,wides,MM Patel
6244,1,legbyes,MM Patel
6271,1,legbyes,SK Trivedi
6274,1,wides,DJ Bravo
6276,1,wides,DJ Bravo
6278,1,wides,DJ Bravo
6280,1,legbyes,DJ Bravo
6292,1,legbyes,DJ Bravo
6293,1,wides,DJ Bravo
6318,1,wides,Sohail Tanvir
6320,1,wides,SR Watson
6326,1,wides,SK Warne
6353,3,wides,SK Warne
6359,1,wides,Sohail Tanvir
6377,1,legbyes,GD McGrath
6388,1,wides,PJ Sangwan
6408,1,wides,Shoaib Malik
6409,1,wides,Shoaib Malik
6430,1,legbyes,PJ Sangwan
6435,2,wides,VY Mahesh
6441,1,legbyes,MS Gony
6451,1,noballs,JA Morkel
6452,1,noballs,JA Morkel
6482,1,wides,M Muralitharan
6483,1,legbyes,M Muralitharan
6498,1,legbyes,L Balaji
6504,1,legbyes,P Amarnath
6517,1,wides,M Muralitharan
6519,1,legbyes,M Muralitharan
6520,1,wides,M Muralitharan
6525,1,wides,MS Gony
6541,1,legbyes,M Muralitharan
6565,1,wides,Shoaib Malik
6581,1,legbyes,Mohammad Asif
6595,1,byes,Mohammad Asif
6603,1,legbyes,VY Mahesh
6622,1,wides,Z Khan
6625,1,wides,DW Steyn
6666,1,legbyes,A Kumble
6696,1,wides,Umar Gul
6707,1,legbyes,Umar Gul
6717,1,legbyes,SC Ganguly
6722,1,legbyes,M Kartik
6748,1,noballs,Umar Gul
6760,1,legbyes,DW Steyn
6789,1,legbyes,P Kumar
6802,1,wides,AB Dinda
6886,1,legbyes,SK Trivedi
6897,1,noballs,SR Watson
6898,1,legbyes,SR Watson
6929,1,byes,Shahid Afridi
6958,2,wides,Y Venugopal Rao
6968,1,wides,PP Ojha
6982,5,wides,PP Ojha
6995,1,wides,RP Singh
7004,1,wides,Sohail Tanvir
7009,1,legbyes,Sohail Tanvir
7010,1,legbyes,Sohail Tanvir
7024,1,wides,SB Styris
7072,1,wides,DW Steyn
7095,1,wides,DS Kulkarni
7096,1,wides,DS Kulkarni
7098,1,wides,DS Kulkarni
7113,1,wides,DW Steyn
7163,1,wides,DS Kulkarni
7175,1,noballs,DS Kulkarni
7198,1,wides,CRD Fernando
7205,5,wides,DR Smith
7209,1,legbyes,DW Steyn
7211,1,wides,DW Steyn
7218,1,wides,P Kumar
7219,5,wides,P Kumar
7228,2,wides,B Akhil
7231,1,legbyes,B Akhil
7258,1,wides,IK Pathan
7264,1,wides,S Sreesanth
7277,1,legbyes,S Sreesanth
7283,1,noballs,VRV Singh
7286,1,wides,IK Pathan
7288,1,wides,S Sreesanth
7289,1,wides,S Sreesanth
7325,1,legbyes,VRV Singh
7327,1,wides,JR Hopes
7329,1,legbyes,JR Hopes
7368,1,wides,VRV Singh
7372,1,wides,PP Chawla
7392,1,legbyes,JR Hopes
7405,1,wides,JR Hopes
7410,1,wides,IK Pathan
7431,1,wides,L Balaji
7474,1,wides,M Muralitharan
7484,1,legbyes,L Balaji
7525,1,legbyes,I Sharma
7528,1,wides,AB Dinda
7542,1,wides,PP Ojha
7571,1,noballs,DP Vijaykumar
7628,1,wides,RP Singh
7633,1,wides,Y Venugopal Rao
7652,1,legbyes,PP Ojha
7687,1,wides,Umar Gul
7701,1,wides,Umar Gul
7704,1,wides,Umar Gul
7707,1,noballs,LR Shukla
7717,4,legbyes,Umar Gul
7725,1,legbyes,M Kartik
7728,1,legbyes,M Kartik
7740,1,noballs,Umar Gul
7741,1,noballs,Umar Gul
7744,1,noballs,Umar Gul
7756,1,legbyes,SC Ganguly
7786,1,wides,MF Maharoof
7788,1,legbyes,MF Maharoof
7796,1,noballs,A Mishra
7806,1,wides,A Mishra
7809,1,wides,A Mishra
7850,1,wides,GD McGrath
7860,1,wides,MM Patel
7863,1,legbyes,MM Patel
7869,2,legbyes,SR Watson
7892,1,wides,SK Trivedi
7903,1,legbyes,AD Mascarenhas
7914,1,legbyes,AD Mascarenhas
7915,2,wides,AD Mascarenhas
7932,1,legbyes,SK Trivedi
7954,1,byes,SR Watson
7968,1,noballs,VY Mahesh
7969,1,noballs,VY Mahesh
7970,2,byes,VY Mahesh
7979,1,legbyes,MF Maharoof
7981,1,wides,MF Maharoof
7994,4,legbyes,PJ Sangwan
7996,1,legbyes,VY Mahesh
8016,1,legbyes,IK Pathan
8064,1,wides,S Sreesanth
8065,1,legbyes,S Sreesanth
8072,1,byes,VRV Singh
8075,1,wides,IK Pathan
8081,4,byes,IK Pathan
8082,2,wides,DW Steyn
8109,5,wides,PP Chawla
8134,1,wides,Yuvraj Singh
8147,1,wides,DW Steyn
8162,1,wides,A Kumble
8173,1,legbyes,Z Khan
8211,4,legbyes,A Kumble
8226,1,wides,Shoaib Akhtar
8248,1,legbyes,AB Dinda
8263,1,wides,VY Mahesh
8285,1,legbyes,GD McGrath
8300,1,legbyes,GD McGrath
8310,1,wides,PJ Sangwan
8331,1,wides,PJ Sangwan
8334,1,wides,PJ Sangwan
8340,1,noballs,VY Mahesh
8344,1,wides,VY Mahesh
8345,1,wides,VY Mahesh
8365,1,wides,MF Maharoof
8380,1,legbyes,A Mishra
8415,5,wides,LR Shukla
8432,1,wides,AB Dinda
8521,1,legbyes,A Nehra
8535,1,wides,DS Kulkarni
8536,3,wides,DS Kulkarni
8537,1,wides,DS Kulkarni
8550,1,wides,JA Morkel
8556,1,legbyes,JA Morkel
8562,1,wides,MS Gony
8563,1,wides,MS Gony
8566,1,legbyes,JA Morkel
8569,1,legbyes,JA Morkel
8575,1,wides,MS Gony
8585,1,legbyes,DJ Bravo
8596,1,wides,RR Raje
8597,1,legbyes,RR Raje
8612,1,wides,A Nehra
8618,1,wides,DJ Thornely
8629,1,wides,DS Kulkarni
8635,1,wides,Joginder Sharma
8644,1,wides,L Balaji
8648,1,legbyes,Joginder Sharma
8651,2,wides,Joginder Sharma
8655,1,wides,M Muralitharan
8662,1,wides,JA Morkel
8667,1,wides,L Balaji
8668,1,wides,L Balaji
8698,1,legbyes,SR Watson
8702,1,wides,MM Patel
8755,1,wides,SR Watson
8781,1,wides,S Sreesanth
8800,1,legbyes,RR Powar
8856,1,noballs,Pankaj Singh
8857,1,wides,Pankaj Singh
8872,1,legbyes,JR Hopes
8899,1,legbyes,JR Hopes
8932,1,wides,Mohammad Asif
8934,1,legbyes,GD McGrath
8987,1,wides,Mohammad Asif
9021,1,wides,RP Singh
9026,1,legbyes,RP Singh
9038,1,wides,PM Sarvesh Kumar
9061,1,wides,Y Venugopal Rao
9091,1,wides,SB Styris
9098,1,wides,PP Ojha
9101,1,legbyes,PP Ojha
9112,1,legbyes,PP Ojha
9184,1,wides,SM Pollock
9192,1,wides,A Nehra
9195,1,wides,A Nehra
9208,1,wides,DJ Bravo
9225,1,legbyes,A Nehra
9230,1,wides,A Nehra
9235,1,wides,I Sharma
9238,1,legbyes,I Sharma
9253,1,wides,AB Agarkar
9256,1,wides,AB Agarkar
9263,1,noballs,I Sharma
9264,4,legbyes,I Sharma
9269,1,wides,Shoaib Akhtar
9291,1,wides,DJ Thornely
9299,1,legbyes,DJ Bravo
9311,2,wides,S Sreesanth
9314,1,wides,S Sreesanth
9335,1,wides,S Sreesanth
9345,1,wides,RR Powar
9351,1,wides,S Sreesanth
9363,1,wides,V Sehwag
9380,1,legbyes,MF Maharoof
9384,1,legbyes,R Bhatia
9400,1,wides,RR Powar
9401,1,legbyes,RR Powar
9407,1,noballs,VRV Singh
9415,1,legbyes,JR Hopes
9426,1,wides,PJ Sangwan
9433,1,wides,Z Khan
9436,1,byes,Z Khan
9437,4,wides,P Kumar
9451,1,wides,P Kumar
9453,1,legbyes,P Kumar
9470,5,wides,JH Kallis
9477,5,wides,Abdur Razzak
9510,2,legbyes,P Kumar
9527,1,wides,Sohail Tanvir
9532,1,wides,Sohail Tanvir
9544,1,wides,Sohail Tanvir
9555,1,noballs,Abdur Razzak
9562,2,legbyes,A Kumble
9570,2,wides,V Kohli
9573,1,legbyes,V Kohli
9677,1,wides,SR Watson
9680,2,wides,SK Trivedi
9704,1,wides,DJ Bravo
9741,1,noballs,DNT Zoysa
9750,1,wides,DP Vijaykumar
9752,1,wides,DP Vijaykumar
9753,1,noballs,DP Vijaykumar
9754,1,legbyes,DP Vijaykumar
9755,1,wides,DP Vijaykumar
9756,1,legbyes,DP Vijaykumar
9762,1,wides,DP Vijaykumar
9801,4,legbyes,Shahid Afridi
9815,2,legbyes,Shahid Afridi
9826,1,wides,Shahid Afridi
9829,1,legbyes,PP Ojha
9831,1,legbyes,PP Ojha
9832,1,legbyes,PP Ojha
9836,2,wides,Y Venugopal Rao
9870,1,legbyes,CRD Fernando
9872,1,noballs,CRD Fernando
9889,1,legbyes,A Nehra
9891,1,legbyes,A Nehra
9896,1,byes,AM Nayar
9920,1,wides,CRD Fernando
9924,1,wides,RR Raje
9938,1,noballs,M Ntini
9939,1,byes,M Ntini
9951,1,legbyes,M Ntini
9952,1,legbyes,M Ntini
9975,1,legbyes,MS Gony
9980,1,wides,JA Morkel
10002,1,wides,L Balaji
10010,1,byes,JA Morkel
10012,1,legbyes,L Balaji
10018,1,wides,Shoaib Akhtar
10019,1,wides,Shoaib Akhtar
10064,1,legbyes,M Muralitharan
10065,1,legbyes,M Muralitharan
10066,1,legbyes,M Muralitharan
10076,1,wides,L Balaji
10095,1,legbyes,AB Agarkar
10104,1,wides,AB Agarkar
10135,1,wides,GD McGrath
10185,1,wides,VY Mahesh
10196,1,wides,PJ Sangwan
10198,5,wides,PJ Sangwan
10201,1,wides,PJ Sangwan
10220,1,legbyes,P Kumar
10271,1,byes,B Akhil
10320,4,legbyes,DW Steyn
10326,5,wides,Z Khan
10337,1,legbyes,DW Steyn
10356,2,legbyes,AB Agarkar
10365,1,wides,Umar Gul
10389,1,legbyes,LR Shukla
10403,1,wides,Umar Gul
10404,1,wides,Umar Gul
10410,1,legbyes,Umar Gul
10426,2,wides,Sohail Tanvir
10430,1,legbyes,Sohail Tanvir
10442,1,wides,SR Watson
10477,1,legbyes,SK Warne
10583,1,legbyes,SD Chitnis
10592,1,wides,DR Smith
10600,1,legbyes,VS Yeligati
10628,5,wides,SD Chitnis
10646,2,wides,A Nehra
10649,1,wides,VS Yeligati
10680,1,legbyes,VS Yeligati
10701,1,legbyes,JR Hopes
10724,1,legbyes,IK Pathan
10739,4,legbyes,PP Chawla
10743,1,legbyes,Yuvraj Singh
10752,1,legbyes,PP Chawla
10761,1,legbyes,Yuvraj Singh
10774,1,wides,S Sreesanth
10775,5,wides,S Sreesanth
10776,1,wides,S Sreesanth
10785,2,wides,IK Pathan
10788,1,legbyes,IK Pathan
10790,1,legbyes,S Sreesanth
10800,1,legbyes,IK Pathan
10812,1,noballs,VRV Singh
10815,1,byes,VRV Singh
10824,1,wides,MS Gony
10858,1,legbyes,MS Gony
10868,1,legbyes,L Balaji
10933,1,legbyes,MS Gony
10979,1,noballs,R Vinay Kumar
10984,1,legbyes,A Kumble
11007,1,wides,P Kumar
11011,1,legbyes,P Kumar
11021,1,wides,DW Steyn
11035,5,wides,DW Steyn
11036,1,noballs,DW Steyn
11066,1,wides,DW Steyn
11069,1,legbyes,RG Sharma
11071,1,wides,RG Sharma
11086,1,wides,PP Ojha
11088,1,wides,PP Ojha
11121,1,legbyes,SB Styris
11127,1,wides,PP Ojha
11130,1,wides,RP Singh
11156,1,legbyes,VRV Singh
11179,1,wides,RR Powar
11206,1,legbyes,Gagandeep Singh
11209,1,legbyes,PP Chawla
11260,1,legbyes,S Sreesanth
11306,1,legbyes,RP Singh
11323,1,wides,MF Maharoof
11324,1,wides,MF Maharoof
11337,1,wides,MF Maharoof
11345,1,wides,MF Maharoof
11347,2,wides,MF Maharoof
11371,1,legbyes,GD McGrath
11396,1,wides,B Geeves
11443,1,wides,DR Smith
11482,2,legbyes,SM Pollock
11508,1,noballs,GD McGrath
11559,1,legbyes,M Muralitharan
11591,1,wides,M Muralitharan
11638,1,noballs,M Ntini
11640,4,legbyes,M Ntini
11679,1,legbyes,SK Warne
11682,1,wides,Pankaj Singh
11693,1,noballs,D Salunkhe
11698,1,byes,D Salunkhe
11705,1,wides,SK Warne
11761,1,wides,Sohail Tanvir
11765,1,legbyes,YK Pathan
11794,1,noballs,MM Patel
11798,1,noballs,Sohail Tanvir
11811,1,byes,JH Kallis
11820,1,wides,A Kumble
11906,1,wides,RP Singh
11910,1,wides,SB Styris
11944,1,legbyes,Shahid Afridi
11953,1,legbyes,DP Vijaykumar
11978,1,legbyes,PP Ojha
12006,1,wides,DW Steyn
12007,1,legbyes,DW Steyn
12031,1,legbyes,P Kumar
12036,1,legbyes,Z Khan
12059,1,wides,LR Shukla
12082,1,wides,I Sharma
12128,1,wides,Umar Gul
12137,5,wides,I Sharma
12147,1,wides,Umar Gul
12161,1,wides,RR Powar
12190,1,wides,VRV Singh
12196,1,legbyes,PP Chawla
12201,1,wides,VRV Singh
12234,1,wides,I Sharma
12247,1,legbyes,Umar Gul
12252,1,wides,IK Pathan
12283,4,legbyes,S Sreesanth
12307,1,legbyes,SK Trivedi
12323,1,wides,Pankaj Singh
12341,1,legbyes,YK Pathan
12355,2,legbyes,SK Trivedi
12372,1,wides,SK Trivedi
12378,1,wides,Sohail Tanvir
12381,1,wides,SR Watson
12402,1,wides,A Nehra
12405,1,wides,SM Pollock
12413,1,legbyes,CRD Fernando
12414,1,wides,CRD Fernando
12428,1,legbyes,CRD Fernando
12429,1,wides,CRD Fernando
12450,4,byes,RR Raje
12470,1,legbyes,SK Warne
12473,1,wides,SK Warne
12486,1,wides,SK Trivedi
12490,1,legbyes,Sohail Tanvir
12495,1,noballs,SR Watson
12529,4,legbyes,A Nehra
12534,1,noballs,RR Raje
12545,1,wides,CRD Fernando
12573,1,wides,DP Vijaykumar
12582,1,wides,RP Singh
12587,1,wides,PP Ojha
12598,1,legbyes,Shahid Afridi
12601,1,wides,Shahid Afridi
12602,1,wides,Shahid Afridi
12624,1,legbyes,PP Ojha
12626,1,wides,PP Ojha
12638,1,legbyes,MS Gony
12664,4,legbyes,JA Morkel
12673,1,legbyes,MS Gony
12675,1,wides,M Muralitharan
12678,1,wides,M Muralitharan
12695,1,wides,JA Morkel
12714,1,legbyes,M Muralitharan
12721,1,wides,JA Morkel
12735,1,legbyes,M Ntini
12738,2,wides,M Ntini
12742,1,wides,JA Morkel
12749,1,byes,L Balaji
12753,1,wides,RP Singh
12757,1,wides,RP Singh
12761,1,legbyes,Shahid Afridi
12856,1,wides,A Mishra
12859,1,wides,VY Mahesh
12878,1,wides,GD McGrath
12881,2,wides,Sohail Tanvir
12885,1,legbyes,Sohail Tanvir
12886,1,wides,SR Watson
12897,1,wides,Sohail Tanvir
12938,2,legbyes,SK Trivedi
12974,1,legbyes,A Mishra
13073,1,wides,M Muralitharan
13114,1,wides,MS Gony
13141,1,wides,RR Powar
13186,1,wides,IK Pathan
13199,1,wides,IK Pathan
13218,1,byes,L Balaji
13222,1,byes,L Balaji
13234,1,wides,S Sreesanth
13242,2,wides,L Balaji
13246,1,wides,JA Morkel
13247,1,legbyes,JA Morkel
13248,1,wides,JA Morkel
13267,1,noballs,JA Morkel
13303,1,noballs,JA Morkel
13307,1,wides,JA Morkel
13309,1,legbyes,JA Morkel
13317,1,wides,Sohail Tanvir
13335,1,legbyes,SR Watson
13361,1,legbyes,SK Warne
13388,1,wides,SK Warne
