id,runs,type,bowler
31719,1,wides,SL Malinga
31727,1,wides,R McLaren
31742,1,legbyes,SL Malinga
31747,1,wides,SL Malinga
31765,1,wides,SL Malinga
31773,1,legbyes,JA Morkel
31777,5,wides,L Balaji
31782,1,wides,JA Morkel
31786,1,wides,JA Morkel
31808,1,legbyes,DJ Bravo
31827,1,wides,SL Malinga
31829,1,legbyes,SL Malinga
31835,1,legbyes,SB Jakati
31859,1,legbyes,SB Jakati
31895,1,legbyes,SB Jakati
31899,1,wides,M Muralitharan
31919,1,noballs,Joginder Sharma
31921,1,wides,Joginder Sharma
31933,1,byes,SW Tait
31936,1,byes,SW Tait
31966,1,wides,SW Tait
31983,1,wides,YK Pathan
31998,1,wides,SW Tait
32015,1,wides,AA Jhunjhunwala
32020,1,wides,AA Jhunjhunwala
32026,1,legbyes,S Narwal
32037,1,legbyes,SW Tait
32039,1,wides,SW Tait
32067,1,wides,YK Pathan
32095,5,wides,PP Ojha
32119,4,legbyes,RP Singh
32135,1,wides,PP Ojha
32138,1,wides,PP Ojha
32160,1,byes,AB Agarkar
32168,1,wides,SJ Srivastava
32180,1,wides,SJ Srivastava
32187,1,noballs,VS Malik
32196,1,wides,SE Bond
32237,1,noballs,B Lee
32238,4,byes,B Lee
32251,1,wides,AB Dinda
32254,1,wides,AB Dinda
32272,1,wides,CH Gayle
32285,1,wides,SJ Srivastava
32290,1,wides,SJ Srivastava
32307,1,wides,VS Malik
32322,4,byes,RS Bopara
32341,1,wides,IK Pathan
32342,1,wides,IK Pathan
32348,1,wides,PP Chawla
32403,1,wides,CH Gayle
32437,1,wides,DW Steyn
32441,1,wides,JH Kallis
32467,1,wides,P Kumar
32471,1,legbyes,P Kumar
32472,1,wides,P Kumar
32478,1,wides,DW Steyn
32481,1,wides,P Kumar
32494,1,legbyes,DP Nannes
32495,1,legbyes,DP Nannes
32508,1,wides,PJ Sangwan
32510,1,legbyes,PJ Sangwan
32544,1,wides,R Vinay Kumar
32570,1,wides,PJ Sangwan
32577,4,legbyes,A Mishra
32592,1,wides,PJ Sangwan
32603,4,legbyes,UT Yadav
32646,1,noballs,UT Yadav
32658,1,wides,PJ Sangwan
32748,1,wides,T Thushara
32750,1,legbyes,T Thushara
32756,1,wides,M Muralitharan
32831,1,wides,S Narwal
32834,1,wides,YK Pathan
32835,1,legbyes,YK Pathan
32840,1,legbyes,YK Pathan
32863,1,legbyes,SK Trivedi
32902,1,wides,YK Pathan
32911,1,wides,KAJ Roach
32928,1,wides,Harbhajan Singh
32986,1,noballs,Jaskaran Singh
32987,1,noballs,Jaskaran Singh
32998,2,byes,Harbhajan Singh
33009,1,noballs,Jaskaran Singh
33010,1,noballs,Jaskaran Singh
33011,1,wides,Jaskaran Singh
33028,1,wides,A Symonds
33050,1,wides,RP Singh
33061,1,byes,A Symonds
33078,1,wides,KAJ Roach
33106,1,legbyes,SL Malinga
33111,1,wides,SL Malinga
33125,4,legbyes,R McLaren
33138,1,wides,R McLaren
33145,1,wides,Harbhajan Singh
33153,1,wides,CK Langeveldt
33158,1,wides,I Sharma
33161,1,wides,I Sharma
33190,1,noballs,AB Agarkar
33232,1,wides,DP Nannes
33238,1,wides,AB McDonald
33294,1,wides,R Bhatia
33300,1,byes,UT Yadav
33311,1,wides,UT Yadav
33327,1,noballs,UT Yadav
33328,1,legbyes,UT Yadav
33335,1,byes,R Bhatia
33366,1,wides,UT Yadav
33381,1,legbyes,A Mishra
33390,1,legbyes,R Bhatia
33410,1,noballs,R McLaren
33455,1,wides,Z Khan
33461,2,legbyes,SL Malinga
33464,1,wides,SL Malinga
33465,1,wides,SL Malinga
33484,4,legbyes,Z Khan
33500,4,byes,SL Malinga
33506,5,wides,Harbhajan Singh
33528,1,wides,KA Pollard
33529,1,wides,KA Pollard
33561,5,wides,B Lee
33579,1,wides,SJ Srivastava
33581,1,wides,SJ Srivastava
33604,1,wides,B Lee
33609,1,legbyes,IK Pathan
33613,1,wides,SJ Srivastava
33622,1,legbyes,SJ Srivastava
33633,5,wides,PP Chawla
33647,1,wides,IK Pathan
33673,1,legbyes,A Kumble
33694,1,legbyes,A Kumble
33699,1,wides,P Kumar
33707,1,wides,DW Steyn
33710,1,legbyes,JH Kallis
33714,1,legbyes,JH Kallis
33721,1,noballs,R Vinay Kumar
33722,1,noballs,R Vinay Kumar
33742,1,legbyes,T Thushara
33753,1,wides,T Thushara
33762,1,wides,MS Gony
33763,1,wides,MS Gony
33809,1,wides,MS Gony
33859,1,byes,DW Steyn
33876,1,legbyes,DW Steyn
33905,1,legbyes,SK Trivedi
33930,2,wides,SW Tait
33951,1,legbyes,SW Tait
33952,5,noballs,SW Tait
33981,1,wides,AC Voges
33991,1,wides,S Narwal
33994,1,legbyes,SW Tait
34014,1,legbyes,SK Trivedi
34035,1,wides,A Mishra
34040,1,wides,S Ladda
34114,1,wides,A Mishra
34134,1,wides,SE Bond
34137,1,wides,MB Parmar
34149,1,legbyes,A Symonds
34162,1,wides,RG Sharma
34178,1,legbyes,PP Ojha
34180,1,wides,PP Ojha
34182,1,wides,PP Ojha
34188,1,noballs,KAJ Roach
34210,1,legbyes,Jaskaran Singh
34218,1,legbyes,Jaskaran Singh
34227,5,wides,Harmeet Singh
34242,1,wides,KAJ Roach
34266,1,legbyes,M Kartik
34295,1,wides,SE Bond
34313,1,wides,AB Agarkar
34360,1,legbyes,M Kartik
34365,1,wides,AD Mathews
34389,1,legbyes,Yuvraj Singh
34391,1,legbyes,Yuvraj Singh
34402,1,legbyes,Yuvraj Singh
34434,5,wides,B Lee
34448,1,wides,IK Pathan
34450,1,wides,P Kumar
34495,5,wides,JH Kallis
34522,1,wides,DW Steyn
34545,1,noballs,A Kumble
34555,2,byes,DW Steyn
34569,1,legbyes,P Kumar
34583,1,noballs,S Sreesanth
34661,1,wides,SW Tait
34683,1,byes,SW Tait
34692,1,wides,SR Watson
34744,3,byes,SK Warne
34772,1,legbyes,SB Jakati
34774,1,wides,S Tyagi
34787,1,noballs,DE Bollinger
34789,1,wides,DE Bollinger
34799,1,legbyes,SK Raina
34806,3,legbyes,M Muralitharan
34827,1,wides,S Tyagi
34828,1,legbyes,S Tyagi
34836,4,byes,DE Bollinger
34852,1,wides,M Muralitharan
34880,1,legbyes,RG Sharma
34903,1,legbyes,PP Ojha
34930,1,wides,Jaskaran Singh
34940,1,wides,RG Sharma
34941,2,wides,RG Sharma
34954,1,wides,A Symonds
34994,1,wides,KA Pollard
35009,1,noballs,KA Pollard
35010,1,byes,KA Pollard
35035,1,legbyes,R McLaren
35046,1,wides,SL Malinga
35048,1,legbyes,Harbhajan Singh
35098,1,wides,KA Pollard
35104,1,wides,RR Powar
35111,1,wides,IK Pathan
35158,1,legbyes,AB Agarkar
35175,1,wides,SJ Srivastava
35176,1,wides,SJ Srivastava
35200,1,noballs,J Theron
35247,1,legbyes,PP Chawla
35257,5,wides,RS Bopara
35258,2,wides,RS Bopara
35298,1,legbyes,CH Gayle
35305,1,wides,M Kartik
35316,1,wides,SE Bond
35322,1,legbyes,SE Bond
35364,1,wides,CL White
35378,1,wides,A Mithun
35393,1,legbyes,JH Kallis
35414,3,legbyes,R Vinay Kumar
35417,1,byes,R Vinay Kumar
35428,1,noballs,A Mishra
35445,1,noballs,A Mithun
35573,1,legbyes,MF Maharoof
35586,1,wides,SR Watson
35587,1,wides,SR Watson
35589,1,wides,SR Watson
35590,1,wides,SR Watson
35602,2,byes,PP Ojha
35617,1,wides,PP Ojha
35630,1,wides,Harmeet Singh
35652,3,wides,RJ Harris
35673,1,wides,RP Singh
35678,4,legbyes,RP Singh
35751,1,byes,SK Warne
35783,1,wides,SK Trivedi
35789,1,noballs,AP Dole
35815,1,wides,AP Dole
35830,2,legbyes,AP Dole
35838,1,wides,DE Bollinger
35845,1,noballs,T Thushara
35860,1,wides,S Tyagi
35866,1,wides,SB Jakati
35887,1,legbyes,R Ashwin
35891,1,legbyes,SB Jakati
35894,2,legbyes,SB Jakati
35898,1,noballs,T Thushara
35900,1,wides,SK Raina
35901,1,legbyes,SK Raina
35924,1,byes,SL Malinga
35926,5,wides,SL Malinga
35933,1,wides,Harbhajan Singh
35947,5,wides,AN Ahmed
35957,1,wides,R McLaren
35961,1,wides,DJ Bravo
35968,1,wides,AN Ahmed
35991,1,wides,SL Malinga
36016,1,noballs,Harbhajan Singh
36033,1,legbyes,R McLaren
36055,1,wides,R Ashwin
36057,1,wides,R Ashwin
36080,1,wides,T Thushara
36110,2,wides,SK Warne
36159,1,wides,SR Watson
36166,1,wides,SK Trivedi
36170,1,wides,AP Dole
36172,1,wides,AP Dole
36188,1,legbyes,SR Watson
36199,1,wides,YK Pathan
36202,1,legbyes,YK Pathan
36243,1,legbyes,RS Bopara
36244,1,wides,RS Bopara
36246,1,wides,RS Bopara
36266,1,noballs,S Sreesanth
36271,1,noballs,S Sreesanth
36272,1,noballs,S Sreesanth
36294,1,wides,S Sreesanth
36307,1,wides,S Sreesanth
36309,1,legbyes,RR Powar
36331,1,wides,PD Collingwood
36342,1,legbyes,DL Vettori
36357,1,wides,R Bhatia
36401,1,wides,DL Vettori
36410,1,wides,PJ Sangwan
36416,1,wides,A Mishra
36419,1,wides,A Mishra
36467,1,byes,BAW Mendis
36477,1,legbyes,Iqbal Abdulla
36510,1,wides,AB Dinda
36520,1,wides,BAW Mendis
36527,1,legbyes,AB Agarkar
36530,1,legbyes,AB Dinda
36537,1,wides,AB Agarkar
36543,1,legbyes,AD Mathews
36560,1,wides,SC Ganguly
36578,1,wides,A Kumble
36585,1,wides,DW Steyn
36587,2,wides,DW Steyn
36602,1,legbyes,R Vinay Kumar
36629,1,wides,P Kumar
36641,1,wides,RJ Harris
36643,1,wides,RJ Harris
36648,1,wides,Harmeet Singh
36654,1,wides,Harmeet Singh
36665,1,wides,RP Singh
36672,1,wides,MR Marsh
36726,1,wides,MR Marsh
36728,1,wides,MR Marsh
36730,1,legbyes,MR Marsh
36736,5,wides,RJ Harris
36747,1,wides,A Symonds
36793,1,wides,DW Steyn
36796,1,legbyes,P Kumar
36856,1,legbyes,RR Powar
36867,1,legbyes,B Lee
36884,1,legbyes,L Ablish
36887,1,wides,L Ablish
36936,1,wides,R Sathish
36961,1,wides,Harbhajan Singh
36991,1,wides,KA Pollard
37019,1,legbyes,Z Khan
37072,1,legbyes,A Symonds
37082,1,legbyes,RG Sharma
37083,1,wides,RG Sharma
37102,1,legbyes,Harmeet Singh
37129,2,byes,RJ Harris
37137,1,wides,RP Singh
37151,1,wides,RG Sharma
37211,1,legbyes,SK Raina
37226,1,wides,T Thushara
37248,1,wides,T Thushara
37252,1,wides,SK Raina
37261,1,wides,DE Bollinger
37267,1,legbyes,R Ashwin
37272,1,wides,R Ashwin
37274,1,wides,DE Bollinger
37310,5,wides,BAW Mendis
37313,1,legbyes,BAW Mendis
37316,1,legbyes,AD Mathews
37354,1,wides,I Sharma
37379,1,wides,P Kumar
37393,1,wides,P Kumar
37409,1,wides,JH Kallis
37417,1,legbyes,A Kumble
37418,5,wides,A Kumble
37484,1,wides,DW Steyn
37491,1,legbyes,AB Agarkar
37498,1,wides,R Vinay Kumar
37520,2,wides,I Sharma
37532,1,wides,IK Pathan
37537,1,wides,IK Pathan
37573,1,legbyes,IK Pathan
37581,1,wides,L Ablish
37585,1,wides,L Ablish
37589,1,legbyes,J Theron
37608,1,wides,IK Pathan
37621,5,wides,RR Powar
37646,1,wides,RR Powar
37651,5,wides,RR Powar
37666,1,wides,DL Vettori
37693,2,legbyes,R Bhatia
37700,1,legbyes,A Mishra
37747,1,legbyes,A Nehra
37756,1,legbyes,MF Maharoof
37772,1,legbyes,Z Khan
37790,1,legbyes,YK Pathan
37791,1,legbyes,YK Pathan
37792,1,legbyes,YK Pathan
37806,1,wides,SK Trivedi
37827,1,wides,SR Watson
37838,1,wides,AP Dole
37846,1,wides,YK Pathan
37860,1,wides,AP Dole
37861,1,wides,AP Dole
37874,1,legbyes,YK Pathan
37887,1,wides,YK Pathan
37895,1,wides,SK Warne
37970,1,wides,Harbhajan Singh
37976,1,wides,Harbhajan Singh
38009,5,wides,DS Kulkarni
38021,1,wides,RJ Harris
38067,2,legbyes,RP Singh
38078,1,legbyes,RP Singh
38083,1,wides,RJ Harris
38085,1,wides,RJ Harris
38107,2,legbyes,R Vinay Kumar
38112,1,wides,DW Steyn
38122,2,legbyes,DW Steyn
38148,1,noballs,A Kumble
38194,2,wides,KP Appanna
38198,1,wides,DW Steyn
38225,1,wides,Harmeet Singh
38228,1,wides,RP Singh
38249,1,legbyes,PP Ojha
38257,3,wides,RP Singh
38262,1,wides,Harmeet Singh
38320,1,legbyes,A Mishra
38327,1,wides,A Nehra
38360,4,legbyes,A Nehra
38364,1,wides,PJ Sangwan
38367,1,wides,PJ Sangwan
38368,1,noballs,PJ Sangwan
38369,1,noballs,PJ Sangwan
38404,2,legbyes,AG Murtaza
38448,1,noballs,CRD Fernando
38471,1,legbyes,Z Khan
38477,1,legbyes,CRD Fernando
38486,1,legbyes,Z Khan
38498,1,legbyes,Harbhajan Singh
38505,1,wides,DJ Bravo
38518,5,wides,JA Morkel
38539,1,wides,SB Jakati
38575,5,wides,M Muralitharan
38577,1,wides,M Muralitharan
38590,1,wides,M Muralitharan
38614,1,legbyes,DE Bollinger
38616,1,wides,R Ashwin
38630,4,legbyes,R Ashwin
38647,1,wides,AB Agarkar
38657,1,wides,AD Mathews
38665,1,legbyes,DJ Hussey
38679,1,legbyes,LR Shukla
38687,1,wides,AB Dinda
38696,5,wides,CH Gayle
38717,1,byes,M Muralitharan
38718,5,wides,CH Gayle
38734,1,wides,DW Steyn
38848,1,noballs,A Kumble
38853,1,legbyes,A Kumble
38867,1,wides,JH Kallis
38881,4,legbyes,JH Kallis
38924,1,legbyes,SK Trivedi
38947,2,wides,DP Nannes
38968,3,wides,UT Yadav
39014,1,noballs,DP Nannes
39016,1,wides,DP Nannes
39046,2,wides,DE Bollinger
39053,4,byes,R Ashwin
39120,1,noballs,A Mishra
39145,5,wides,L Balaji
39164,1,wides,JA Morkel
39172,1,wides,L Balaji
39214,1,wides,SJ Srivastava
39220,1,wides,J Theron
39223,1,wides,VS Malik
39224,4,legbyes,VS Malik
39238,1,wides,SJ Srivastava
39266,1,legbyes,RJ Harris
39276,1,wides,RJ Harris
39277,1,legbyes,RJ Harris
39280,1,wides,RJ Harris
39328,1,noballs,PP Ojha
39345,1,legbyes,R Sharma
39357,1,wides,R Sharma
39363,1,wides,RP Singh
39370,2,legbyes,PP Chawla
39386,1,wides,IK Pathan
39400,1,wides,J Theron
39402,1,wides,J Theron
39434,1,legbyes,R McLaren
39457,1,wides,Pankaj Singh
39462,1,legbyes,Pankaj Singh
39473,1,legbyes,Pankaj Singh
39478,1,wides,JH Kallis
39485,1,wides,DW Steyn
39494,1,legbyes,CRD Fernando
39506,1,wides,KA Pollard
39558,1,byes,Harbhajan Singh
39565,5,wides,Pankaj Singh
39575,2,legbyes,A Kumble
39596,2,wides,A Kumble
39601,1,wides,Pankaj Singh
39653,1,wides,KA Pollard
39721,1,byes,LR Shukla
39748,2,wides,SE Bond
39762,1,wides,YK Pathan
39763,1,wides,YK Pathan
39778,1,wides,Kamran Khan
39792,1,wides,Kamran Khan
39881,1,wides,AC Voges
39889,1,wides,SK Warne
39899,1,wides,YK Pathan
39937,1,wides,VRV Singh
39940,1,legbyes,VRV Singh
39950,1,wides,VRV Singh
39969,1,wides,RR Powar
39972,1,legbyes,JA Morkel
39985,1,wides,S Tyagi
39993,1,wides,DE Bollinger
40000,1,legbyes,JA Morkel
40074,1,wides,JA Morkel
40096,1,noballs,VRV Singh
40113,1,legbyes,IK Pathan
40124,2,legbyes,J Theron
40126,1,legbyes,J Theron
40140,1,wides,J Theron
40169,1,legbyes,A Nehra
40188,1,wides,UT Yadav
40227,1,legbyes,WPUJC Vaas
40229,1,legbyes,WPUJC Vaas
40331,1,legbyes,UT Yadav
40352,1,wides,R Sharma
40376,1,wides,Harmeet Singh
40392,1,noballs,MR Marsh
40412,1,wides,AB Dinda
40459,1,wides,MK Tiwary
40471,1,byes,AB Dinda
40473,1,byes,AB Dinda
40488,1,legbyes,R McLaren
40493,1,wides,R McLaren
40508,1,wides,DJ Bravo
40558,1,legbyes,M Kartik
40559,1,legbyes,M Kartik
40581,5,wides,AG Murtaza
40593,5,noballs,CRD Fernando
40597,1,wides,CRD Fernando
40604,1,wides,R Sathish
40613,1,legbyes,R McLaren
40630,1,wides,DW Steyn
40669,1,wides,Harbhajan Singh
40671,1,wides,Harbhajan Singh
40692,1,wides,KA Pollard
40717,1,wides,DW Steyn
40723,5,wides,P Kumar
40733,1,wides,DW Steyn
40738,1,wides,R Vinay Kumar
40769,1,legbyes,A Kumble
40810,1,noballs,A Kumble
40814,1,noballs,A Kumble
40815,1,legbyes,A Kumble
40825,1,legbyes,SL Malinga
40839,1,wides,CRD Fernando
40851,1,wides,SL Malinga
40861,1,noballs,CRD Fernando
40866,1,wides,KA Pollard
40873,1,wides,Harbhajan Singh
40874,1,legbyes,Harbhajan Singh
40886,1,wides,A Symonds
40891,1,wides,RJ Harris
40911,1,legbyes,A Symonds
40913,2,byes,A Symonds
40919,1,wides,RP Singh
40927,1,legbyes,Harmeet Singh
40964,1,byes,RJ Harris
40973,1,legbyes,DE Bollinger
41005,1,legbyes,M Muralitharan
41043,1,byes,A Symonds
41057,1,legbyes,A Symonds
41062,1,legbyes,RJ Harris
41070,1,legbyes,Harmeet Singh
41079,4,byes,RP Singh
41093,5,wides,SB Jakati
41119,1,wides,SB Jakati
41138,1,wides,DW Steyn
41144,1,legbyes,P Kumar
41147,1,wides,DW Steyn
41208,1,legbyes,A Symonds
41230,1,wides,RJ Harris
41253,1,byes,R Sharma
41275,1,wides,ND Doshi
41326,4,legbyes,M Muralitharan
41341,1,legbyes,SB Jakati
41345,1,byes,M Muralitharan
41351,1,wides,JA Morkel
41370,1,legbyes,SB Jakati
41374,1,wides,R Ashwin
41400,1,wides,SK Raina
41401,1,wides,SK Raina
41432,1,wides,CRD Fernando
41438,1,legbyes,CRD Fernando
41457,1,legbyes,Harbhajan Singh
41487,1,wides,Z Khan
41503,1,wides,CRD Fernando
41504,1,legbyes,CRD Fernando
41523,5,wides,SL Malinga
41542,1,wides,R Ashwin
41590,1,byes,L Balaji
41671,2,wides,YK Pathan
41683,1,wides,S Randiv
41740,1,wides,JA Morkel
41784,5,wides,R Ashwin
41812,1,legbyes,TG Southee
41849,4,wides,SK Warne
41919,1,legbyes,I Sharma
41926,1,noballs,DW Steyn
42027,1,wides,I Sharma
42039,1,legbyes,I Sharma
42052,1,noballs,I Sharma
42068,1,noballs,S Sreesanth
42077,1,noballs,S Sreesanth
42103,1,wides,RP Singh
42127,1,wides,RA Jadeja
42131,1,legbyes,Z Khan
42145,1,legbyes,Z Khan
42161,1,noballs,A Mithun
42193,1,wides,DP Nannes
42206,5,wides,AUK Pathan
42210,1,wides,AUK Pathan
42252,1,byes,Z Khan
42255,1,wides,RP Singh
42259,4,legbyes,RP Singh
42268,1,wides,RP Singh
42271,1,wides,RP Singh
42277,1,wides,S Sreesanth
42291,1,wides,R Vinay Kumar
42317,1,wides,KA Pollard
42356,1,wides,Harbhajan Singh
42373,1,wides,AG Murtaza
42385,1,wides,SL Malinga
42406,1,legbyes,IK Pathan
42422,1,byes,M Morkel
42436,1,wides,M Morkel
42448,1,wides,AJ Finch
42465,1,wides,IK Pathan
42470,1,wides,IK Pathan
42478,1,legbyes,UT Yadav
42493,1,wides,M Morkel
42498,1,legbyes,AB Dinda
42509,1,wides,M Morkel
42511,1,wides,IK Pathan
42522,1,wides,P Kumar
42576,1,wides,SB Wagh
42578,1,wides,SB Wagh
42586,1,wides,AC Thomas
42599,1,wides,SB Wagh
42618,4,legbyes,WD Parnell
42627,1,noballs,M Kartik
42631,1,wides,JD Ryder
42658,1,wides,AM Nayar
42678,1,wides,AM Nayar
42701,1,legbyes,NJ Rimmington
42726,1,wides,JD Unadkat
42749,1,byes,DT Christian
42753,1,legbyes,I Sharma
42778,1,legbyes,JD Unadkat
42788,1,wides,JD Unadkat
42796,1,byes,L Balaji
42809,1,wides,L Balaji
42856,4,byes,PP Ojha
42881,1,wides,DT Christian
42894,1,wides,PP Ojha
42902,1,legbyes,A Mishra
42907,1,wides,DW Steyn
42931,1,legbyes,YK Pathan
42946,1,wides,RN ten Doeschate
42957,1,legbyes,R Bhatia
42958,1,byes,Iqbal Abdulla
42977,1,wides,A Singh
42989,1,wides,SK Trivedi
42990,1,legbyes,SK Trivedi
42997,1,legbyes,SW Tait
43033,1,legbyes,A Singh
43041,1,wides,SK Trivedi
43046,2,noballs,SW Tait
43051,1,noballs,AB Dinda
43052,1,noballs,AB Dinda
43059,4,legbyes,M Morkel
43065,4,byes,AB Dinda
43071,1,wides,IK Pathan
43109,1,legbyes,SK Warne
43141,1,legbyes,S Nadeem
43224,1,legbyes,Z Khan
43249,1,wides,Z Khan
43259,4,byes,AG Murtaza
43265,1,legbyes,KA Pollard
43282,1,wides,SL Malinga
43292,1,legbyes,MM Patel
43294,1,legbyes,MM Patel
43310,1,legbyes,KA Pollard
43311,1,wides,KA Pollard
43312,1,legbyes,KA Pollard
43348,1,legbyes,Harbhajan Singh
43349,1,wides,Harbhajan Singh
43354,1,legbyes,AG Murtaza
43372,1,wides,Harbhajan Singh
43418,1,noballs,A Mithun
43458,2,legbyes,P Kumar
43469,1,legbyes,P Kumar
43538,1,wides,R Ashwin
43585,1,wides,BA Bhatt
43637,1,noballs,R McLaren
43722,2,legbyes,R Sharma
43748,1,legbyes,R Sharma
43759,5,wides,WD Parnell
43762,1,byes,WD Parnell
43769,1,wides,S Sreesanth
43773,1,wides,S Sreesanth
43776,1,wides,S Sreesanth
43787,1,wides,R Vinay Kumar
43801,1,legbyes,R Vinay Kumar
43839,1,wides,M Kartik
43840,1,noballs,M Kartik
43861,1,wides,RA Jadeja
43869,1,wides,R Vinay Kumar
43870,1,wides,R Vinay Kumar
43897,1,wides,M Muralitharan
43898,1,wides,S Sreesanth
43920,1,wides,BJ Hodge
43943,1,noballs,DW Steyn
44011,1,wides,Z Khan
44014,1,wides,JJ van der Wath
44015,1,noballs,JJ van der Wath
44030,1,noballs,JJ van der Wath
44040,1,legbyes,S Aravind
44051,1,wides,S Aravind
44088,1,legbyes,S Aravind
44121,1,legbyes,DW Steyn
44125,1,noballs,DW Steyn
44129,1,wides,DT Christian
44130,1,wides,DT Christian
44146,1,legbyes,DT Christian
44163,1,noballs,A Mishra
44168,1,legbyes,DT Christian
44181,1,wides,B Lee
44182,1,byes,B Lee
44187,1,wides,L Balaji
44191,1,wides,JH Kallis
44209,1,wides,Shakib Al Hasan
44224,1,wides,L Balaji
44232,1,noballs,SK Trivedi
44259,5,wides,B Lee
44262,1,legbyes,B Lee
44267,2,wides,AL Menaria
44272,1,wides,A Singh
44302,1,wides,JH Kallis
44346,1,wides,Shakib Al Hasan
44347,1,legbyes,Shakib Al Hasan
44361,1,legbyes,Shakib Al Hasan
44373,1,legbyes,L Balaji
44374,2,legbyes,L Balaji
44425,1,legbyes,RP Singh
44426,1,legbyes,RP Singh
44429,4,legbyes,R Vinay Kumar
44443,1,legbyes,RP Singh
44453,1,legbyes,NLTC Perera
44454,1,wides,RV Gomez
44455,1,legbyes,RV Gomez
44462,1,wides,NLTC Perera
44464,1,legbyes,R Vinay Kumar
44467,1,wides,R Vinay Kumar
44473,1,wides,R Vinay Kumar
44476,1,wides,R Vinay Kumar
44483,1,wides,RA Jadeja
44510,1,legbyes,MM Patel
44512,1,legbyes,MM Patel
44536,2,wides,KA Pollard
44540,1,wides,KA Pollard
44576,1,legbyes,NLTC Perera
44593,1,wides,SL Malinga
44636,1,wides,KA Pollard
44664,1,wides,AG Murtaza
44665,1,wides,SL Malinga
44667,1,legbyes,SL Malinga
44668,1,wides,SL Malinga
44709,1,wides,TG Southee
44757,1,legbyes,DL Vettori
44793,1,wides,JJ van der Wath
44831,1,byes,DL Vettori
44833,1,legbyes,DL Vettori
44838,1,legbyes,R Ashwin
44840,2,wides,R Ashwin
44861,1,wides,JA Morkel
44892,1,wides,SB Jakati
44895,1,legbyes,R Ashwin
44905,1,wides,SK Raina
44908,1,legbyes,SB Jakati
44940,1,legbyes,R McLaren
44968,1,legbyes,A Mishra
44982,1,legbyes,DT Christian
45003,1,legbyes,I Sharma
45006,1,noballs,DW Steyn
45012,1,wides,I Sharma
45017,1,noballs,I Sharma
45024,1,wides,MS Gony
45029,1,legbyes,I Sharma
45039,1,legbyes,VS Malik
45081,1,legbyes,RJ Harris
45094,1,noballs,R McLaren
45100,1,wides,PC Valthaty
45105,1,wides,DW Steyn
45114,1,legbyes,MS Gony
45137,1,wides,JP Duminy
45140,1,wides,JP Duminy
45141,2,legbyes,JP Duminy
45162,1,legbyes,AB Dinda
45171,1,byes,IK Pathan
45172,1,wides,IK Pathan
45177,1,noballs,UT Yadav
45217,1,wides,JR Hopes
45229,1,wides,AB Dinda
45261,5,wides,WD Parnell
45262,1,wides,WD Parnell
45267,1,byes,WD Parnell
45274,1,wides,S Nadeem
45314,1,wides,UT Yadav
45337,1,wides,SB Wagh
45341,1,wides,SB Wagh
45374,1,wides,AA Jhunjhunwala
45410,1,legbyes,SR Watson
45416,1,wides,SW Tait
45417,1,noballs,SW Tait
45418,1,wides,SW Tait
45449,2,wides,SW Tait
45456,1,wides,SR Watson
45463,1,legbyes,SW Tait
45471,1,legbyes,SR Watson
45488,1,noballs,B Lee
45523,1,wides,Iqbal Abdulla
45535,1,wides,YK Pathan
45536,1,legbyes,YK Pathan
45539,1,wides,YK Pathan
45575,1,noballs,SW Tait
45576,1,legbyes,SW Tait
45608,1,wides,NLTC Perera
45625,1,legbyes,RP Singh
45670,1,wides,RP Singh
45689,1,wides,TG Southee
45723,1,wides,TG Southee
45768,1,legbyes,DE Bollinger
45818,1,byes,S Nadeem
45836,1,legbyes,M Morkel
45872,1,wides,IK Pathan
45880,1,wides,M Morkel
45881,1,legbyes,M Morkel
45933,2,byes,A Mishra
45945,1,legbyes,S Dhawan
45969,1,wides,DW Steyn
45981,5,wides,Harmeet Singh
45991,4,byes,PP Ojha
46027,2,wides,SL Malinga
46040,1,legbyes,AN Ahmed
46052,1,legbyes,AC Thomas
46093,2,byes,SB Wagh
46098,2,legbyes,SB Wagh
46132,4,legbyes,AN Ahmed
46134,1,legbyes,AN Ahmed
46143,1,noballs,KA Pollard
46168,1,noballs,JEC Franklin
46169,1,noballs,JEC Franklin
46175,1,noballs,SL Malinga
46214,2,legbyes,WD Parnell
46240,1,legbyes,JD Ryder
46246,2,wides,M Kartik
46253,1,wides,L Balaji
46256,1,legbyes,B Lee
46302,1,wides,B Lee
46309,1,legbyes,Iqbal Abdulla
46328,1,legbyes,L Balaji
46330,1,byes,L Balaji
46334,4,legbyes,RP Singh
46390,1,wides,L Balaji
46400,1,legbyes,YK Pathan
46432,1,wides,RA Jadeja
46434,2,wides,M Muralitharan
46471,4,byes,M Muralitharan
46499,1,legbyes,SW Tait
46524,1,legbyes,P Kumar
46548,1,wides,SW Tait
46552,1,legbyes,SW Tait
46553,1,byes,SW Tait
46561,2,wides,SK Trivedi
46577,1,noballs,SK Trivedi
46580,1,wides,SK Trivedi
46585,1,noballs,SW Tait
46588,2,wides,SW Tait
46595,1,noballs,SK Trivedi
46612,4,legbyes,SW Tait
46639,1,wides,STR Binny
46692,1,wides,RJ Harris
46792,1,wides,SL Malinga
46794,1,wides,SL Malinga
46798,1,wides,KA Pollard
46805,1,wides,Harbhajan Singh
46813,1,wides,KA Pollard
46816,1,noballs,KA Pollard
46831,5,wides,DE Bollinger
46842,1,wides,SL Malinga
46844,1,legbyes,AN Ahmed
