id,dismissalKind,playerDismissed,fielder
49223,lbw,KA Pollard,
49233,bowled,A Symonds,
49235,stumped,R Sathish,DH Yagnik
49239,bowled,SL Malinga,
49277,caught,R Dravid,SR Tendulkar
49301,caught and bowled,AT Rayudu,
49309,caught,RG Sharma,J Botha
49355,bowled,J Botha,
49361,caught,SR Watson,DJ Jacobs
49433,caught,TD Paine,DL Vettori
49459,caught,AB de Villiers,R Sharma
49471,caught,V Kohli,Harpreet Singh
49478,caught,SS Tiwary,Harpreet Singh
49521,bowled,TM Dilshan,
49535,lbw,CH Gayle,
49586,caught,Yuvraj Singh,J Syed Mohammad
49596,caught,M Manhas,M Kaif
49635,caught,JD Ryder,M Kaif
49649,caught,MK Pandey,SS Tiwary
49654,bowled,DA Warner,
49657,lbw,NV Ojha,
49687,lbw,Y Venugopal Rao,
49702,caught,B Akhil,NV Ojha
49718,caught,RA Jadeja,RE van der Merwe
49719,bowled,RR Powar,
49721,bowled,S Sreesanth,
49723,caught,R Vinay Kumar,UT Yadav
49731,run out,IK Pathan,RP Singh
49743,caught,M Klinger,RE van der Merwe
49745,bowled,BB McCullum,
49759,bowled,PA Patel,
49819,run out,Y Nagar,"RA Jadeja,PA Patel"
49839,caught,V Sehwag,BJ Hodge
49844,caught,TR Birt,R Vinay Kumar
49871,caught,DPMD Jayawardene,V Sehwag
49888,caught,BJ Hodge,NV Ojha
49912,caught,PC Valthaty,MK Tiwary
49922,run out,SE Marsh,"SP Goswami,Iqbal Abdulla"
49939,lbw,DJ Hussey,
49967,run out,KD Karthik,"YK Pathan,SP Goswami"
49976,caught,JH Kallis,DJ Hussey
49995,caught,EJG Morgan,RJ Harris
50015,bowled,AC Gilchrist,
50024,run out,AM Nayar,"EJG Morgan,SP Goswami"
50144,caught,SR Watson,RV Uthappa
50161,caught and bowled,R Dravid,
50185,caught,Harpreet Singh,AM Rahane
50194,caught,M Manhas,STR Binny
50196,run out,R Sharma,"DH Yagnik,SK Trivedi"
50217,stumped,JD Ryder,DH Yagnik
50249,caught,RV Uthappa,DH Yagnik
50272,run out,Yuvraj Singh,SK Trivedi
50276,caught,MK Pandey,LRPL Taylor
50327,caught,AL Menaria,AC Thomas
50343,lbw,J Botha,
50367,caught and bowled,A Mishra,
50382,bowled,M Vijay,
50433,caught,CL White,F du Plessis (sub)
50438,caught,JP Duminy,MEK Hussey
50440,run out,DT Christian,MS Dhoni
50487,bowled,S Sohal,
50516,caught,MEK Hussey,I Sharma
50550,caught,SK Raina,S Dhawan
50559,run out,JA Morkel,"CL White,KC Sangakkara"
50562,stumped,MS Dhoni,KC Sangakkara
50567,caught,B Chipli,SB Jakati
50593,bowled,S Dhawan,
50609,bowled,KC Sangakkara,
50660,bowled,DJ Jacobs,
50665,caught,SR Tendulkar,AM Nayar
50675,caught,KA Pollard,PC Valthaty
50686,caught,RG Sharma,DJ Hussey
50692,lbw,AC Gilchrist,
50775,caught,AT Rayudu,KD Karthik
50788,bowled,Bipul Sharma,
50801,caught,SE Marsh,SR Tendulkar
50803,caught,RJ Harris,KA Pollard
50809,lbw,KD Karthik,
50834,caught,PC Valthaty,KA Pollard
50843,caught,DJ Hussey,RG Sharma
50851,caught,AM Nayar,A Symonds
50887,caught,BB McCullum,UT Yadav
50902,lbw,M Klinger,
50915,caught,Y Venugopal Rao,RP Singh
50926,caught,TR Birt,PA Patel
50944,caught,V Sehwag,PA Patel
50965,caught,DA Warner,R Vinay Kumar
50969,caught,NV Ojha,PA Patel
51023,caught,Y Nagar,RP Singh
51044,run out,DPMD Jayawardene,Y Nagar
51111,bowled,EJG Morgan,
51144,caught,JH Kallis,DB Ravi Teja
51193,caught,S Sohal,EJG Morgan
51195,caught,KC Sangakkara,JH Kallis
51221,bowled,CL White,
51225,lbw,DT Christian,
51229,caught,G Gambhir,KC Sangakkara
51279,caught,MK Tiwary,S Dhawan
51305,bowled,DB Ravi Teja,
51322,bowled,S Dhawan,
51380,caught and bowled,SR Watson,
51395,caught,LRPL Taylor,MEK Hussey
51414,lbw,M Vijay,
51476,caught,AL Menaria,M Vijay
51489,caught,J Botha,SK Raina
51496,caught,R Dravid,M Vijay
51515,caught and bowled,AM Rahane,
51518,caught,SK Raina,J Botha
51566,caught,KA Pollard,Yuvraj Singh
51570,caught,JD Ryder,DS Kulkarni
51596,caught,GC Smith,AC Blizzard
51615,caught,AA Jhunjhunwala,AT Rayudu
51655,caught,AC Blizzard,RV Uthappa
51691,caught,SR Tendulkar,JD Ryder
51707,caught,AT Rayudu,MK Pandey
51727,caught,RG Sharma,MK Pandey
51740,caught,TL Suman,M Manhas
51748,caught,A Symonds,MK Pandey
51761,caught and bowled,M Manhas,
51766,run out,SB Wagh,AT Rayudu
51803,caught,Yuvraj Singh,MM Patel
51808,caught,MK Pandey,RG Sharma
51818,caught,BB McCullum,JH Kallis
51822,run out,B Lee,"RA Jadeja,PA Patel"
51824,bowled,MV Boucher,
51840,caught,PA Patel,R Bhatia
51884,run out,EJG Morgan,"PA Patel,R Vinay Kumar"
51885,caught,YK Pathan,DPMD Jayawardene
51955,bowled,JH Kallis,
51961,caught,M Klinger,Iqbal Abdulla
51979,caught,RA Jadeja,YK Pathan
52007,run out,DPMD Jayawardene,"S Ladda,JH Kallis"
52019,caught,MK Tiwary,BB McCullum
52037,caught,G Gambhir,DPMD Jayawardene
52070,caught,DB Ravi Teja,NV Ojha
52106,caught,S Dhawan,AM Salvi
52124,run out,JP Duminy,"AB Agarkar,NV Ojha"
52129,caught,B Chipli,AJ Finch
52141,caught,AJ Finch,DT Christian
52161,caught,NV Ojha,KC Sangakkara
52179,caught,Y Venugopal Rao,JP Duminy
52208,caught,KC Sangakkara,V Sehwag
52244,caught,V Sehwag,KC Sangakkara
52254,stumped,IK Pathan,KC Sangakkara
52289,bowled,TR Birt,
52312,caught,AM Nayar,SS Tiwary
52328,caught,PC Valthaty,A Mithun
52334,caught and bowled,SE Marsh,
52347,caught,Sunny Singh,AUK Pathan
52354,lbw,KD Karthik,
52367,caught and bowled,SS Tiwary,
52368,lbw,AUK Pathan,
52376,bowled,M Kaif,
52381,run out,AC Gilchrist,AUK Pathan
52411,caught,TM Dilshan,P Kumar
52471,caught,CH Gayle,RJ Harris
52473,bowled,V Kohli,
52497,bowled,R McLaren,
52499,caught,RJ Harris,AUK Pathan
52532,bowled,PP Chawla,
52571,caught and bowled,M Vijay,
52583,caught,SK Raina,JH Kallis
52631,run out,S Badrinath,"R Bhatia,MV Boucher"
52640,bowled,EJG Morgan,
52669,caught,G Gambhir,S Randiv
52696,caught,MEK Hussey,EJG Morgan
52741,caught,AC Blizzard,V Sehwag
52794,caught,RG Sharma,Y Venugopal Rao
52849,bowled,SR Tendulkar,
52902,bowled,Y Venugopal Rao,
52922,run out,JR Hopes,"TL Suman,AT Rayudu"
52923,caught,Y Nagar,MM Patel
52932,caught,AT Rayudu,V Sehwag
52944,lbw,DA Warner,
52946,bowled,CA Ingram,
52952,caught,V Sehwag,RG Sharma
52957,caught,NV Ojha,AT Rayudu
52984,caught,M Morkel,A Symonds
52985,caught,S Nadeem,MM Patel
52988,bowled,IK Pathan,
53016,bowled,CH Gayle,
53099,caught,BB McCullum,KB Arun Karthik (sub)
53117,bowled,M Klinger,
53130,caught,DPMD Jayawardene,AB de Villiers
53132,run out,PA Patel,"M Kaif,AB de Villiers"
53153,caught,BJ Hodge,Z Khan
53177,caught,RV Gomez,V Kohli
53185,caught,R Vinay Kumar,DL Vettori
53191,caught,RA Jadeja,M Kaif
53192,run out,RP Singh,AB de Villiers
53231,bowled,SE Marsh,
53242,caught,DJ Hussey,RV Uthappa
53249,caught,KD Karthik,AA Jhunjhunwala
53263,caught,Mandeep Singh,Yuvraj Singh
53267,caught,RJ Harris,Yuvraj Singh
53270,caught,SD Chitnis,AA Jhunjhunwala
53300,caught,AC Gilchrist,AA Jhunjhunwala
53322,caught,PC Valthaty,B Kumar
53337,caught,RV Uthappa,SJ Srivastava
53351,bowled,MK Pandey,
53373,caught and bowled,Yuvraj Singh,
53376,caught,AA Jhunjhunwala,AC Gilchrist
53386,caught,JD Ryder,DJ Hussey
53449,caught,R Dravid,MS Dhoni
53474,run out,M Vijay,J Botha
53497,bowled,SK Raina,
53563,bowled,MEK Hussey,
53598,caught,AM Rahane,SK Raina
53618,run out,AS Raut,"WP Saha,R Ashwin"
53625,bowled,DH Yagnik,
53627,caught and bowled,J Botha,
53628,caught and bowled,A Singh,
53630,caught,SK Warne,DJ Bravo
53642,caught,LRPL Taylor,WP Saha
53652,caught,AL Menaria,MS Dhoni
53666,caught,SR Watson,SB Jakati
53706,caught,RV Uthappa,KC Sangakkara
53729,bowled,Yuvraj Singh,
53743,caught,S Sohal,RV Uthappa
53744,caught,A Mishra,B Kumar
53750,caught,DW Steyn,CJ Ferguson
53792,caught,S Dhawan,JD Ryder
53797,bowled,DB Ravi Teja,
53818,lbw,KC Sangakkara,
53839,lbw,DT Christian,
53861,caught,JP Duminy,R Sharma
53874,bowled,JD Ryder,
53904,lbw,MK Pandey,
53926,caught,PC Valthaty,AC Blizzard
53959,caught,SE Marsh,KA Pollard
53963,caught,DJ Hussey,AC Blizzard
53972,run out,Mandeep Singh,SL Malinga
53976,caught,KD Karthik,AC Blizzard
53981,caught,RJ Harris,KA Pollard
53983,bowled,P Kumar,
54003,caught,SR Tendulkar,SE Marsh
54011,stumped,RG Sharma,AC Gilchrist
54013,caught,AC Blizzard,AC Gilchrist
54052,caught,AC Gilchrist,AT Rayudu
54067,caught and bowled,DS Kulkarni,
54068,lbw,MM Patel,
54075,run out,A Symonds,"Mandeep Singh,AC Gilchrist"
54083,caught,AT Rayudu,Bipul Sharma
54086,caught,TL Suman,P Kumar
54095,bowled,Harbhajan Singh,
54112,caught,KA Pollard,SE Marsh
54152,caught,TM Dilshan,LRPL Taylor
54248,caught,SR Watson,AB de Villiers
54250,caught and bowled,R Dravid,
54273,run out,AM Rahane,"AB de Villiers,KB Arun Karthik"
54291,caught,J Botha,KB Arun Karthik
54296,caught,LRPL Taylor,M Kaif
54303,caught,AL Menaria,M Kaif
54370,caught,SK Raina,IK Pathan
54399,caught,M Vijay,Y Venugopal Rao
54424,lbw,MEK Hussey,
54436,caught,NV Ojha,SB Jakati
54462,caught,CA Ingram,DJ Bravo
54478,caught,DA Warner,M Vijay
54538,run out,S Badrinath,"Y Nagar,IK Pathan"
54555,bowled,Y Venugopal Rao,
54567,caught,JR Hopes,MEK Hussey
54580,caught,AB McDonald,WP Saha
54626,lbw,RA Jadeja,
54639,lbw,BB McCullum,
54690,bowled,PC Valthaty,
54702,caught,AC Gilchrist,PA Patel
54759,caught,BJ Hodge,SE Marsh
54781,run out,OA Shah,"DJ Hussey,AC Gilchrist"
54782,caught,PA Patel,KD Karthik
54791,lbw,RV Gomez,
54792,run out,DPMD Jayawardene,DJ Hussey
54801,caught,KD Karthik,DPMD Jayawardene
54806,caught and bowled,SE Marsh,
54854,caught,M Kaif,R Bhatia
54857,caught,KB Arun Karthik,JD Unadkat
54865,run out,SS Tiwary,G Gambhir
54905,caught,YK Pathan,A Mithun
54925,caught,EJG Morgan,LA Pomersbach
54933,caught,JH Kallis,KB Arun Karthik
54943,caught,G Gambhir,AB de Villiers
54966,caught,CH Gayle,JH Kallis
54987,caught,LA Pomersbach,JD Unadkat
54992,caught,V Kohli,MV Boucher
54997,bowled,MJ Lumb,
55031,caught,KC Sangakkara,KA Pollard
55058,bowled,DT Christian,
55082,bowled,AC Blizzard,
55094,bowled,AT Rayudu,
55103,caught,RG Sharma,KC Sangakkara
55129,caught,S Sohal,A Symonds
55133,stumped,JP Duminy,AT Rayudu
55155,caught,B Chipli,TL Suman
55168,caught,TL Suman,S Dhawan
55171,lbw,SR Tendulkar,
55194,caught,KA Pollard,MJ Lumb
55196,run out,SL Malinga,"DT Christian,Anand Rajan"
55222,caught,A Symonds,I Sharma
55280,caught,KD Karthik,JR Hopes
55286,caught,SE Marsh,M Morkel
55287,bowled,PC Valthaty,
55303,caught,DJ Hussey,JR Hopes
55315,bowled,Mandeep Singh,
55340,caught,AC Gilchrist,DA Warner
55410,caught,Y Venugopal Rao,RJ Harris
55413,caught,IK Pathan,Mandeep Singh
55418,caught,JR Hopes,AC Gilchrist
55433,caught,TR Birt,RJ Harris
55439,lbw,Y Nagar,
55456,caught,NV Ojha,AC Gilchrist
55467,caught,DA Warner,AC Gilchrist
55476,caught,S Sriram,KD Karthik
55519,lbw,FY Fazal,
55520,caught,R Dravid,OA Shah
55528,bowled,SK Warne,
55532,run out,AA Chavan,"RA Jadeja,BJ Hodge"
55542,caught,AL Menaria,OA Shah
55561,caught,ND Doshi,DPMD Jayawardene
55572,caught,DPMD Jayawardene,AA Chavan
55583,bowled,BB McCullum,
55601,lbw,AM Rahane,
55623,bowled,SR Watson,
55628,caught,PR Shah,Y Gnaneswara Rao
55638,bowled,JDP Oram,
55657,caught and bowled,RV Uthappa,
55658,bowled,M Manhas,
55674,caught and bowled,CJ Ferguson,
55687,bowled,MK Pandey,
55697,caught,Yuvraj Singh,KC Sangakkara
55754,caught,JD Ryder,DB Ravi Teja
55765,caught,SC Ganguly,PP Ojha
55785,stumped,S Dhawan,RV Uthappa
55792,lbw,S Sohal,
55827,caught,KC Sangakkara,RV Uthappa
55843,bowled,JP Duminy,
55849,bowled,MR Marsh,
55853,run out,WD Parnell,"DT Christian,PP Ojha"
55901,caught,SS Tiwary,DJ Hussey
55903,caught,AUK Pathan,DJ Hussey
55925,stumped,M Kaif,AC Gilchrist
55935,bowled,KB Arun Karthik,
55939,caught,AB de Villiers,AC Gilchrist
55946,lbw,JJ van der Wath,
55954,caught,A Mithun,DJ Hussey
55963,bowled,CK Langeveldt,
55999,caught,PC Valthaty,SS Tiwary
56099,caught,AC Gilchrist,CH Gayle
56112,caught,CH Gayle,AC Gilchrist
56128,caught,V Kohli,KD Karthik
56137,caught,S Badrinath,RP Singh
56173,caught,MEK Hussey,Y Gnaneswara Rao
56184,caught,MS Dhoni,PA Patel
56224,bowled,M Vijay,
56240,caught,SK Raina,RP Singh
56296,bowled,BB McCullum,
56321,caught,RA Jadeja,SK Raina
56343,caught,PA Patel,JA Morkel
56371,caught and bowled,Y Gnaneswara Rao,
56376,run out,OA Shah,"MS Dhoni,DE Bollinger"
56398,stumped,CJ Ferguson,SP Goswami
56410,caught,SC Ganguly,YK Pathan
56420,caught,RV Uthappa,B Lee
56463,caught,JD Ryder,MK Tiwary
56476,lbw,MK Pandey,
56504,bowled,MK Tiwary,
56555,caught,YK Pathan,SC Ganguly
56575,caught,Yuvraj Singh,SP Goswami
56579,bowled,S Rana,
56583,caught,SP Goswami,RV Uthappa
56614,caught,TL Suman,AL Menaria
56671,bowled,KA Pollard,
56681,stumped,RG Sharma,PR Shah
56706,caught,AT Rayudu,LRPL Taylor
56751,caught,SR Tendulkar,SR Watson
56864,caught,JP Duminy,SE Marsh
56897,caught,PC Valthaty,Anand Rajan
56905,caught,SE Marsh,Anand Rajan
56968,caught,DB Ravi Teja,AM Nayar
56982,caught,R McLaren,DT Christian
56983,stumped,Mandeep Singh,KH Devdhar
56984,caught,RJ Harris,S Dhawan
56992,bowled,P Kumar,
57003,run out,BA Bhatt,Anand Rajan
57011,caught,AM Nayar,DT Christian
57034,caught,AC Gilchrist,CL White
57036,caught,KD Karthik,DB Ravi Teja
57065,bowled,DA Warner,
57079,caught,NV Ojha,R Sharma
57098,bowled,MS Wade,
57151,caught,WP Saha,LA Pomersbach
57161,lbw,DJ Bravo,
57177,caught,JA Morkel,Z Khan
57201,bowled,MEK Hussey,
57210,caught,M Vijay,AB de Villiers
57215,caught,SK Raina,V Kohli
57224,caught,S Badrinath,A Mithun
57254,caught,V Kohli,R Ashwin
57306,caught,R Ashwin,A Mithun
57316,stumped,AB de Villiers,MS Dhoni
57372,caught,Harbhajan Singh,MK Tiwary
57373,caught,RG Sharma,SP Goswami
57418,bowled,KA Pollard,
57426,caught,SR Tendulkar,G Gambhir
57440,run out,SP Goswami,"TL Suman,AT Rayudu"
57450,bowled,G Gambhir,
57483,run out,MK Tiwary,Harbhajan Singh
57526,caught,YK Pathan,AN Ahmed
57536,caught,JH Kallis,TL Suman
57547,lbw,RN ten Doeschate,
57551,run out,R Bhatia,AT Rayudu
57558,caught,TL Suman,YK Pathan
57628,caught,MA Agarwal,DE Bollinger
57661,bowled,LA Pomersbach,
57672,caught,AB de Villiers,M Vijay
57698,lbw,CH Gayle,
57750,caught,S Badrinath,S Aravind
57786,caught,MS Dhoni,A Mithun
57809,lbw,MEK Hussey,
57812,lbw,M Vijay,
57876,lbw,MK Tiwary,
57921,caught,YK Pathan,KA Pollard
57937,caught,JH Kallis,SR Tendulkar
57944,bowled,G Gambhir,
57947,caught,SP Goswami,AT Rayudu
57975,caught,AC Blizzard,Iqbal Abdulla
57978,run out,RG Sharma,G Gambhir
57993,caught,SR Tendulkar,MK Tiwary
58005,caught,AT Rayudu,SP Goswami
58023,lbw,KA Pollard,
58031,bowled,Shakib Al Hasan,
58039,run out,R Bhatia,"RG Sharma,DS Kulkarni"
58078,caught,TL Suman,MK Tiwary
58114,stumped,SR Tendulkar,AB de Villiers
58123,caught,Harbhajan Singh,LA Pomersbach
58130,caught,KA Pollard,A Mithun
58141,bowled,JEC Franklin,
58148,caught,SL Malinga,LA Pomersbach
58157,caught,RG Sharma,LA Pomersbach
58159,lbw,AT Rayudu,
58235,caught,MA Agarwal,RG Sharma
58260,caught,CH Gayle,JEC Franklin
58264,bowled,V Kohli,
58271,caught,LA Pomersbach,SL Malinga
58316,caught,AC Blizzard,MA Agarwal
58386,caught,MEK Hussey,A Mithun
58457,lbw,AB de Villiers,
58469,caught and bowled,LA Pomersbach,
58479,lbw,V Kohli,
58481,caught and bowled,DL Vettori,
58497,caught,A Mithun,DE Bollinger
58527,caught,M Vijay,DL Vettori
58528,caught,MS Dhoni,V Kohli
58537,caught,JA Morkel,V Kohli
58538,bowled,SK Raina,
58543,caught,CH Gayle,MS Dhoni
58554,bowled,MA Agarwal,
58572,caught,Z Khan,MEK Hussey
58617,caught,M Vijay,Harbhajan Singh
58643,caught,SK Raina,SL Malinga
58653,caught,DJ Bravo,KA Pollard
58661,caught,JA Morkel,PP Ojha
58666,run out,F du Plessis,AT Rayudu
58715,caught,RE Levi,DE Bollinger
58719,caught,RG Sharma,MS Dhoni
58722,retired hurt,SR Tendulkar,
58759,run out,MS Dhoni,"AN Ahmed,KD Karthik"
58765,caught,S Badrinath,Harbhajan Singh
58771,run out,R Ashwin,"Harbhajan Singh,KD Karthik"
58776,bowled,RA Jadeja,
58787,caught,DE Bollinger,RG Sharma
58816,bowled,G Gambhir,
58817,run out,DB Das,"AJ Finch,NV Ojha"
58836,caught,LR Shukla,Y Nagar
58880,stumped,R Bhatia,NV Ojha
58884,run out,B Lee,UT Yadav
58902,lbw,BB McCullum,
58908,bowled,JH Kallis,
58909,bowled,MK Tiwary,
58916,caught,YK Pathan,NV Ojha
58930,caught,V Sehwag,Iqbal Abdulla
58956,bowled,AJ Finch,
58973,stumped,SC Ganguly,KD Karthik
58980,bowled,WD Parnell,
59004,run out,CJ Ferguson,RG Sharma
59038,bowled,MK Pandey,
59052,caught,RG Sharma,RV Uthappa
59107,stumped,KD Karthik,RV Uthappa
59116,bowled,SA Yadav,
59130,caught and bowled,RV Uthappa,
59137,bowled,MN Samuels,
59143,bowled,B Kumar,
59156,caught,SPD Smith,KA Pollard
59159,run out,R Sharma,"KD Karthik,KA Pollard"
59161,stumped,RE Levi,RV Uthappa
59166,caught,AT Rayudu,M Kartik
59179,bowled,KA Pollard,
59188,caught,JEC Franklin,CJ Ferguson
59196,caught,SL Malinga,RV Uthappa
59201,lbw,Harbhajan Singh,
59208,caught,PC Valthaty,A Singh
59234,caught,AC Gilchrist,KK Cooper
59253,caught,SE Marsh,R Dravid
59257,caught,AM Nayar,SP Goswami
59277,caught,DJ Hussey,KK Cooper
59344,caught,R Dravid,JP Faulkner
59352,bowled,AL Menaria,
59393,bowled,BJ Hodge,
59407,bowled,AM Rahane,
59426,caught,Bipul Sharma,AM Rahane
59428,bowled,Mandeep Singh,
59442,bowled,PP Chawla,
59449,run out,P Kumar,"KK Cooper,SP Goswami"
59476,caught,CA Pujara,IK Pathan
59488,caught,AB McDonald,DAJ Bracewell
59496,caught,V Kohli,Y Nagar
59501,lbw,SS Tiwary,
59526,caught,MA Agarwal,Y Nagar
59538,caught,V Sehwag,CA Pujara
59579,caught,NV Ojha,V Kohli
59593,lbw,AJ Finch,
59604,caught,GJ Maxwell,Z Khan
59620,run out,DL Vettori,"DAJ Bracewell,GJ Maxwell"
59653,caught,R Vinay Kumar,M Morkel
59654,bowled,HV Patel,
59657,caught,Y Venugopal Rao,MA Agarwal
59678,caught,Y Nagar,HV Patel
59690,run out,IK Pathan,"HV Patel,AB de Villiers"
59703,bowled,M Vijay,
59728,caught and bowled,SK Raina,
59744,caught,F du Plessis,DT Christian
59771,caught,S Badrinath,B Chipli
59809,caught,DJ Harris,MS Dhoni
59823,caught,S Dhawan,DJ Bravo
59848,bowled,PA Patel,
59854,caught,CL White,SK Raina
59869,caught,MS Dhoni,DJ Harris
59884,hit wicket,RA Jadeja,
59901,bowled,B Chipli,
59909,caught,DT Christian,DJ Bravo
59911,caught,MS Gony,SK Raina
59913,stumped,DB Ravi Teja,MS Dhoni
59928,lbw,DW Steyn,
59929,caught,Ankit Sharma,JA Morkel
59940,caught,JH Kallis,R Dravid
59941,caught,G Gambhir,SP Goswami
59942,lbw,BB McCullum,
59963,bowled,DB Das,
59993,caught,YK Pathan,BJ Hodge
60005,caught and bowled,R Bhatia,
60018,run out,AM Rahane,G Gambhir
60050,run out,R Dravid,"Iqbal Abdulla,R Bhatia"
60063,bowled,SP Goswami,
60108,caught,BJ Hodge,BB McCullum
60123,bowled,AL Menaria,
60144,caught,LR Shukla,OA Shah
60167,bowled,B Lee,
60168,bowled,SP Narine,
60177,bowled,MK Tiwary,
60200,caught,SC Ganguly,PC Valthaty
60206,run out,JD Ryder,P Kumar
60273,run out,PC Valthaty,"SPD Smith,M Kartik"
60280,run out,AC Gilchrist,"SPD Smith,RV Uthappa"
60320,caught,Mandeep Singh,RV Uthappa
60340,caught,AM Nayar,SC Ganguly
60349,bowled,MN Samuels,
60358,caught and bowled,CJ Ferguson,
60369,bowled,RV Uthappa,
60379,bowled,SPD Smith,
60388,bowled,DJ Hussey,
60395,caught,PP Chawla,MK Pandey
60404,caught,AD Mascarenhas,JD Ryder
60419,caught,JP Faulkner,SC Ganguly
60437,caught,PA Patel,RG Sharma
60442,caught,B Chipli,SL Malinga
60465,caught,S Dhawan,KA Pollard
60499,bowled,KC Sangakkara,
60507,caught,Ankit Sharma,AT Rayudu
60518,caught and bowled,TL Suman,
60531,bowled,RE Levi,
60575,caught,AT Rayudu,S Dhawan
60615,caught,DT Christian,KA Pollard
60617,bowled,DB Ravi Teja,
60619,caught,A Mishra,MM Patel
60625,bowled,DW Steyn,
60646,caught,KA Pollard,S Dhawan
60661,bowled,KD Karthik,
60677,caught,CA Pujara,YK Pathan
60688,caught,CH Gayle,LR Shukla
60702,caught,V Kohli,MK Tiwary
60711,bowled,AB de Villiers,
60722,caught,MA Agarwal,G Gambhir
60739,bowled,DL Vettori,
60786,caught,JH Kallis,AB de Villiers
60829,stumped,MS Bisla,AB de Villiers
60833,caught,YK Pathan,CH Gayle
60846,caught,G Gambhir,HV Patel
60849,caught,MK Tiwary,MA Agarwal
60852,caught,RN ten Doeschate,DL Vettori
60861,caught,Shakib Al Hasan,CA Pujara
60867,caught,LR Shukla,Z Khan
60876,caught,R Vinay Kumar,LR Shukla
60879,caught,SS Tiwary,LR Shukla
60904,bowled,HV Patel,
60919,run out,M Vijay,"IK Pathan,DPMD Jayawardene"
60949,caught,F du Plessis,RE van der Merwe
60959,run out,SK Raina,"Y Nagar,NV Ojha"
60978,run out,S Badrinath,"KP Pietersen,NV Ojha"
60982,caught,RA Jadeja,NV Ojha
60992,bowled,DJ Bravo,
60997,run out,R Ashwin,"V Sehwag,NV Ojha"
61022,run out,NV Ojha,"F du Plessis,R Ashwin"
61036,caught,V Sehwag,M Vijay
61104,caught,MS Dhoni,DPMD Jayawardene
61125,bowled,RE Levi,
61156,bowled,RG Sharma,
61177,caught,KA Pollard,AM Rahane
61181,caught,KD Karthik,SK Trivedi
61187,caught,JEC Franklin,AM Rahane
61222,caught,TL Suman,SK Trivedi
61265,caught,AM Rahane,RE Levi
61283,bowled,OA Shah,
61286,caught,J Botha,KA Pollard
61299,bowled,KK Cooper,
61303,caught,AL Menaria,RG Sharma
61304,caught,AA Chavan,KD Karthik
61307,bowled,A Singh,
61327,caught,R Dravid,TL Suman
61328,caught,SP Goswami,KD Karthik
61359,caught,GB Hogg,JEC Franklin
61371,caught and bowled,M Vijay,
61389,caught,SK Raina,RR Bhatkal
61413,caught,F du Plessis,V Kohli
61473,caught,MA Agarwal,DJ Bravo
61544,caught,CH Gayle,DJ Bravo
61552,caught,AB de Villiers,SB Jakati
61563,caught,SS Tiwary,SK Raina
61564,caught,V Kohli,F du Plessis
61565,bowled,CA Pujara,
61567,run out,DL Vettori,
61568,caught,RR Bhatkal,SK Raina
61608,caught,JA Morkel,MA Agarwal
61614,caught,MS Dhoni,TM Dilshan (sub)
61639,lbw,AD Mathews,
61645,caught,SC Ganguly,SE Marsh
61648,bowled,MN Samuels,
61670,bowled,SPD Smith,
61675,caught,MK Pandey,DJ Hussey
61689,caught,RV Uthappa,Bipul Sharma
61708,run out,JD Ryder,"DJ Hussey,AC Gilchrist"
61739,caught,AC Gilchrist,SPD Smith
61761,caught,Mandeep Singh,SPD Smith
61801,bowled,M Manhas,
61804,caught,R Sharma,Mandeep Singh
61812,run out,AB Dinda,P Awana
61813,bowled,PC Valthaty,
61843,run out,AL Menaria,YK Pathan
61846,caught,R Dravid,MK Tiwary
61898,caught,SP Goswami,L Balaji
61909,stumped,OA Shah,MS Bisla
61955,caught,AM Rahane,MS Bisla
61990,lbw,JH Kallis,
62015,caught,MS Bisla,AM Rahane
62025,stumped,MK Tiwary,SP Goswami
62039,caught,Shakib Al Hasan,AL Menaria
62068,run out,G Gambhir,R Dravid
62106,run out,LRPL Taylor,S Dhawan
62138,caught,IK Pathan,PA Patel
62178,caught,KC Sangakkara,Y Nagar
62221,lbw,S Dhawan,
62240,caught,PA Patel,DPMD Jayawardene
62250,caught,JP Duminy,V Sehwag
62265,caught,DT Christian,S Nadeem
62273,caught,AA Jhunjhunwala,NV Ojha
62276,caught,DW Steyn,V Sehwag
62289,run out,A Mishra,"KP Pietersen,NV Ojha"
62295,caught,NV Ojha,JP Duminy
62310,caught,V Sehwag,DT Christian
62318,caught,DPMD Jayawardene,KC Sangakkara
62345,stumped,F du Plessis,RV Uthappa
62361,caught,SK Raina,SPD Smith
62447,caught,M Vijay,AB Dinda
62465,run out,SC Ganguly,"RA Jadeja,R Ashwin"
62491,bowled,MN Samuels,
62528,caught,MS Dhoni,M Kartik
62530,caught,RA Jadeja,SPD Smith
62553,run out,RV Uthappa,"DJ Bravo,KMDN Kulasekara"
62604,caught,Mandeep Singh,RN ten Doeschate
62617,run out,DJ Hussey,"G Gambhir,R Bhatia"
62631,caught,P Dogra,DB Das
62633,caught,AD Mascarenhas,MS Bisla
62639,caught,Bipul Sharma,MS Bisla
62640,bowled,P Kumar,
62670,caught,AC Gilchrist,MK Tiwary
62680,bowled,SE Marsh,
62723,lbw,MK Tiwary,
62728,bowled,MS Bisla,
62731,bowled,YK Pathan,
62743,caught and bowled,Shakib Al Hasan,
62772,caught,Harmeet Singh,MS Bisla
62786,caught,JH Kallis,P Dogra
62796,caught and bowled,G Gambhir,
