id,dismissalKind,playerDismissed,fielder
95162,bowled,GJ Maxwell,
95216,lbw,AR Patel,
95239,caught,AJ Finch,KW Richardson
95282,caught,AM Rahane,AJ Finch
95292,caught,BJ Hodge,DJG Sammy
95297,caught,R Bhatia,AJ Finch
95304,caught,KV Sharma,BJ Hodge
95309,lbw,AM Nayar,
95327,caught,SV Samson,S Dhawan
95374,caught,S Dhawan,KW Richardson
95385,caught,DA Warner,KW Richardson
95409,caught,KL Rahul,AM Rahane
95412,caught,DJG Sammy,SV Samson
95426,caught,SR Watson,KL Rahul
95488,caught,MEK Hussey,YS Chahal
95528,caught,AT Rayudu,AB de Villiers
95529,caught,CJ Anderson,V Kohli
95533,caught,Z Khan,S Rana
95542,bowled,Harbhajan Singh,
95547,run out,SL Malinga,Yuvraj Singh
95567,bowled,NJ Maddinson,
95570,caught,V Kohli,Harbhajan Singh
95572,lbw,Yuvraj Singh,
95590,caught,AP Tare,NJ Maddinson
95604,caught,RG Sharma,AB de Villiers
95617,caught,KA Pollard,S Rana
95707,run out,M Vijay,MK Pandey
95727,caught,MA Agarwal,PP Chawla
95739,bowled,YK Pathan,
95763,caught,RV Uthappa,LRPL Taylor
95778,caught,JH Kallis,LRPL Taylor
95789,caught,G Gambhir,JP Duminy
95849,bowled,MK Pandey,
95873,lbw,KD Karthik,
95882,caught,MK Tiwary,SP Narine
95903,caught,JDS Neesham,YK Pathan
95908,bowled,LRPL Taylor,
95962,run out,AM Rahane,GJ Bailey
95990,caught,GJ Maxwell,SPD Smith
96038,caught,V Sehwag,STR Binny
96044,caught,WP Saha,DS Kulkarni
96064,lbw,AM Nayar,
96107,bowled,SR Watson,
96121,caught,STR Binny,DA Miller
96129,bowled,SV Samson,
96202,caught,BB McCullum,WD Parnell (sub)
96233,caught,SK Raina,M Vijay
96249,caught,F du Plessis,M Vijay
96257,caught,MS Dhoni,MA Agarwal
96259,caught,RA Jadeja,KD Karthik
96265,run out,R Ashwin,Mohammed Shami
96279,caught,MA Agarwal,SK Raina
96287,caught,M Vijay,F du Plessis
96292,caught,MK Tiwary,F du Plessis
96332,bowled,DR Smith,
96350,caught,JDS Neesham,SK Raina
96354,caught,Mohammed Shami,BB McCullum
96362,caught,S Nadeem,SK Raina
96364,caught,LRPL Taylor,MS Dhoni
96381,bowled,KD Karthik,
96396,lbw,JP Duminy,
96408,bowled,MG Johnson,
96426,caught,S Dhawan,WP Saha
96434,bowled,AJ Finch,
96437,caught,DA Warner,GJ Maxwell
96450,bowled,Y Venugopal Rao,
96472,caught,GJ Maxwell,DJG Sammy
96481,caught,GJ Bailey,DA Warner
96523,caught,V Sehwag,DJG Sammy
96550,caught,CA Pujara,Y Venugopal Rao
96578,caught,DA Miller,DA Warner
96596,caught,KV Sharma,DA Miller
96602,bowled,DW Steyn,
96607,caught,B Kumar,MG Johnson
96613,caught,DJG Sammy,AR Patel
96617,caught,KL Rahul,DA Miller
96634,bowled,IK Pathan,
96656,run out,PV Tambe,"F du Plessis,R Ashwin"
96680,caught,BB McCullum,SPD Smith
96692,caught,DR Smith,SR Watson
96698,caught,SK Raina,DS Kulkarni
96725,caught,R Bhatia,R Ashwin
96744,run out,AM Nayar,BB McCullum
96767,caught,AM Rahane,M Manhas
96775,caught,SR Watson,BW Hilfenhaus
96776,caught and bowled,SV Samson,
96790,run out,F du Plessis,R Bhatia
96796,caught,MS Dhoni,JP Faulkner
96819,caught,M Manhas,AM Nayar
96857,caught,JP Faulkner,MS Dhoni
96862,bowled,TG Southee,
96881,caught,STR Binny,F du Plessis
96894,caught,SPD Smith,F du Plessis
96902,caught,MK Pandey,V Kohli
96910,lbw,G Gambhir,
96960,caught,RV Uthappa,MA Starc
96979,caught,R Vinay Kumar,JA Morkel
97026,lbw,YV Takawale,
97029,caught,PA Patel,CA Lynn
97047,caught,CA Lynn,AB de Villiers
97049,caught,YK Pathan,V Kohli
97070,caught,JH Kallis,YV Takawale
97076,bowled,V Kohli,
97094,caught,Yuvraj Singh,YK Pathan
97100,caught,AB de Villiers,CA Lynn
97263,caught,S Dhawan,KP Pietersen
97325,caught,KD Karthik,KL Rahul
97326,caught,KP Pietersen,DJG Sammy
97374,caught,Q de Kock,AJ Finch
97380,caught,M Vijay,DW Steyn
97414,caught,AP Tare,SK Raina
97438,bowled,MEK Hussey,
97442,stumped,F du Plessis,CM Gautam
97505,caught,DR Smith,CJ Anderson
97513,stumped,SK Raina,CM Gautam
97559,run out,CJ Anderson,R Ashwin
97573,caught,RG Sharma,DR Smith
97576,caught,AT Rayudu,SK Raina
97579,bowled,KA Pollard,
97581,caught,Harbhajan Singh,BB McCullum
97635,caught,Yuvraj Singh,SPD Smith
97636,bowled,AB de Villiers,
97639,caught,YV Takawale,SV Samson
97640,run out,PA Patel,"AM Rahane,SV Samson"
97655,bowled,S Rana,
97675,caught,JA Morkel,SPD Smith
97702,caught,AM Rahane,PA Patel
97709,run out,SV Samson,"YV Takawale,PA Patel"
97715,caught,KK Nair,PA Patel
97753,caught,SR Watson,AB de Villiers
97755,lbw,AB Dinda,
97768,caught,V Kohli,TG Southee
97789,caught,MA Starc,STR Binny
97792,caught,R Rampaul,TG Southee
97824,bowled,CA Lynn,
97832,lbw,YK Pathan,
97835,run out,RV Uthappa,GJ Bailey
97839,stumped,PP Chawla,WP Saha
97853,bowled,SP Narine,
97863,caught,SA Yadav,MG Johnson
97869,bowled,UT Yadav,
97886,run out,CA Pujara,MK Pandey
97901,lbw,WP Saha,
97923,bowled,GJ Maxwell,
97935,caught,DA Miller,M Morkel
97959,caught,GJ Bailey,M Morkel
97961,bowled,V Sehwag,
97986,stumped,AR Patel,RV Uthappa
97987,bowled,MG Johnson,
97989,lbw,L Balaji,
98014,lbw,MK Pandey,
98023,caught,G Gambhir,AR Patel
98029,caught,JH Kallis,GJ Maxwell
98041,run out,RG Sharma,Mohammed Shami
98077,bowled,MEK Hussey,
98107,run out,CM Gautam,"S Nadeem,Mohammed Shami"
98114,retired hurt,Harbhajan Singh,
98134,caught,AP Tare,Q de Kock
98154,caught,CJ Anderson,Q de Kock
98168,caught,AT Rayudu,LR Shukla
98190,bowled,M Vijay,
98208,caught,JP Duminy,AV Wankhade (sub)
98211,caught,KD Karthik,AT Rayudu
98238,caught,Q de Kock,MEK Hussey
98318,caught,Y Venugopal Rao,DR Smith
98333,bowled,AJ Finch,
98364,caught,S Dhawan,M Manhas
98366,lbw,DA Warner,
98413,caught,KL Rahul,IC Pandey
98419,bowled,BB McCullum,
98438,caught,SK Raina,Y Venugopal Rao
98447,caught,DR Smith,DA Warner
98449,caught,F du Plessis,KL Rahul
98465,bowled,RA Jadeja,
98529,caught,YV Takawale,WP Saha
98532,bowled,CH Gayle,
98534,lbw,V Kohli,
98549,caught,DA Miller,PA Patel
98553,caught,V Sehwag,PA Patel
98615,caught,PA Patel,WP Saha
98648,caught,AB de Villiers,GJ Maxwell
98672,bowled,JA Morkel,
98679,caught,Yuvraj Singh,DA Miller
98707,bowled,MA Starc,
98718,caught,GJ Maxwell,MA Starc
98740,caught,CA Pujara,PA Patel
98750,caught,WP Saha,MA Starc
98765,bowled,KK Nair,
98810,run out,SR Watson,"MK Pandey,MS Bisla"
98818,caught,STR Binny,MS Bisla
98831,caught,AM Rahane,SA Yadav
98886,bowled,SV Samson,
98915,lbw,MK Pandey,
98920,caught,G Gambhir,Iqbal Abdulla
98948,caught,SA Yadav,SPD Smith
98952,bowled,RV Uthappa,
98953,bowled,R Vinay Kumar,
98956,run out,PP Chawla,"SPD Smith,SV Samson"
98970,caught,JH Kallis,SPD Smith
98978,caught,MS Bisla,KK Nair
99012,bowled,RG Sharma,
99073,caught,DA Warner,CM Gautam
99079,caught,DJG Sammy,KA Pollard
99081,caught,KL Rahul,CM Gautam
99098,caught,S Dhawan,Harbhajan Singh
99112,caught,AJ Finch,BR Dunk
99182,caught,AT Rayudu,DA Warner
99197,caught,AP Tare,NV Ojha
99204,caught,Harbhajan Singh,S Dhawan
99207,bowled,KA Pollard,
99224,caught,CJ Anderson,NV Ojha
99244,bowled,BR Dunk,
99275,caught,RV Uthappa,MS Dhoni
99283,bowled,AD Russell,
99293,caught,PP Chawla,F du Plessis
99294,lbw,YK Pathan,
99299,caught,BB McCullum,YK Pathan
99330,run out,G Gambhir,"MS Dhoni,BW Hilfenhaus"
99348,lbw,DR Smith,
99397,caught,SK Raina,SA Yadav
99425,caught,JH Kallis,M Manhas
99428,caught,MK Pandey,BB McCullum
99429,caught,Shakib Al Hasan,MM Sharma
99454,lbw,SA Yadav,
99471,run out,V Sehwag,RG Sharma
99479,caught,CA Pujara,CM Gautam
99518,caught,GJ Bailey,CJ Anderson
99540,caught,DA Miller,BR Dunk
99548,caught,BR Dunk,WP Saha
99561,lbw,AT Rayudu,
99615,caught,GJ Maxwell,BR Dunk
99638,caught,RG Sharma,WP Saha
99645,caught,CJ Anderson,DA Miller
99684,lbw,CM Gautam,
99717,caught,AM Rahane,M Vijay
99752,caught,KD Karthik,STR Binny
99778,caught,JP Duminy,R Bhatia
99807,caught,M Vijay,SR Watson
99839,caught,KP Pietersen,SPD Smith
99842,caught and bowled,Q de Kock,
99875,bowled,R Bhatia,
99925,stumped,SV Samson,KD Karthik
99940,run out,MA Starc,AJ Finch
99953,caught,AJ Finch,PA Patel
99960,caught,KL Rahul,CH Gayle
99992,caught,Yuvraj Singh,MC Henriques (sub)
100031,bowled,PA Patel,
100037,caught,V Kohli,NV Ojha
100065,caught,CH Gayle,DJG Sammy
100099,caught,S Dhawan,AB de Villiers
100119,caught,DJG Sammy,MA Starc
100138,caught,NV Ojha,MA Starc
100142,bowled,DA Warner,
100169,lbw,RR Rossouw,
100225,run out,AM Rahane,SP Narine
100247,caught,SV Samson,MK Pandey
100261,caught,SR Watson,SA Yadav
100267,caught,SPD Smith,SA Yadav
100268,caught,STR Binny,RN ten Doeschate
100350,stumped,KK Nair,RV Uthappa
100357,caught,RV Uthappa,R Bhatia
100359,bowled,AD Russell,
100361,stumped,MK Pandey,SV Samson
100362,caught and bowled,YK Pathan,
100363,lbw,RN ten Doeschate,
100436,caught,G Gambhir,SV Samson
100477,caught,LR Shukla,IC Pandey
100479,caught,M Vijay,F du Plessis
100542,run out,Q de Kock,"SK Raina,RA Jadeja,MM Sharma"
100544,bowled,KP Pietersen,
100596,caught,KD Karthik,MM Sharma
100631,caught,DR Smith,M Vijay
100666,caught,BB McCullum,M Vijay
100696,caught,BR Dunk,Yuvraj Singh
100727,caught,V Kohli,CJ Anderson
100739,run out,Yuvraj Singh,KA Pollard
100746,caught,MA Starc,KA Pollard
100751,bowled,HV Patel,
100756,caught,RR Rossouw,RG Sharma
100809,bowled,AT Rayudu,
100817,caught,CM Gautam,PA Patel
100822,caught,CJ Anderson,V Kohli
100884,run out,KA Pollard,"PA Patel,MA Starc"
100908,bowled,CH Gayle,
100920,bowled,PA Patel,
100934,bowled,AB de Villiers,
100943,caught,Q de Kock,G Gambhir
100986,bowled,LR Shukla,
101043,run out,KP Pietersen,RV Uthappa
101065,caught,M Vijay,SP Narine
101082,caught,KD Karthik,JH Kallis
101116,caught,G Gambhir,KD Karthik
101164,lbw,RV Uthappa,
101170,caught,DR Smith,MG Johnson
101222,bowled,DA Miller,
101230,caught,GJ Maxwell,RA Jadeja
101272,caught,Mandeep Singh,IC Pandey
101277,bowled,V Sehwag,
101358,caught,F du Plessis,M Kartik
101362,caught,MS Dhoni,GJ Bailey
101375,caught,SK Raina,DA Miller
101395,bowled,RA Jadeja,
101402,run out,BB McCullum,MG Johnson
101416,caught,PV Tambe,DW Steyn
101447,bowled,S Dhawan,
101454,run out,STR Binny,DA Warner
101466,caught,SPD Smith,IK Pathan
101475,caught,JP Faulkner,AJ Finch
101476,caught,R Bhatia,DA Warner
101480,caught and bowled,KW Richardson,
101495,caught,AM Rahane,DA Warner
101517,caught,KK Nair,NV Ojha
101530,caught,AJ Finch,AM Rahane
101545,bowled,KL Rahul,
101563,stumped,DA Warner,SV Samson
101569,bowled,NV Ojha,
101589,caught,MC Henriques,AM Rahane
101590,caught,KV Sharma,SV Samson
101609,run out,DW Steyn,SV Samson
101611,run out,A Mishra,SV Samson
101650,bowled,SV Samson,
101654,caught,SR Watson,NV Ojha
101696,caught,GJ Bailey,PA Patel
101727,caught,DA Miller,YS Chahal
101735,caught,WP Saha,AB de Villiers
101744,bowled,AR Patel,
101746,bowled,Shivam Sharma,
101761,caught,CH Gayle,WP Saha
101762,caught,V Kohli,WP Saha
101781,caught,Mandeep Singh,JA Morkel
101787,caught,V Sehwag,V Kohli
101800,caught,GJ Maxwell,MA Starc
101817,caught,JA Morkel,GJ Bailey
101845,caught,AB de Villiers,AR Patel
101850,caught,HV Patel,WP Saha
101867,caught,MA Starc,DA Miller
101886,caught,Yuvraj Singh,V Sehwag
101902,caught,PA Patel,Mandeep Singh
101910,bowled,S Rana,
101935,caught,S Dhawan,JP Duminy
101969,caught,KD Karthik,DW Steyn
101973,caught,LR Shukla,DA Warner
101986,bowled,JP Duminy,
101992,caught,KM Jadhav,IK Pathan
102009,caught,Q de Kock,KL Rahul
102033,caught,KP Pietersen,S Dhawan
102047,caught,MA Agarwal,DA Warner
102067,bowled,AJ Finch,
102131,caught,RG Sharma,SK Raina
102134,caught,KA Pollard,SK Raina
102135,caught,AT Rayudu,RA Jadeja
102136,caught,LMP Simmons,F du Plessis
102162,caught,CM Gautam,BB McCullum
102196,stumped,SK Raina,CM Gautam
102242,caught,DR Smith,LMP Simmons
102250,bowled,F du Plessis,
102268,caught,AP Tare,F du Plessis
102295,lbw,BB McCullum,
102305,bowled,RA Jadeja,
102306,run out,M Manhas,"P Kumar,CM Gautam"
102333,caught,GJ Maxwell,M Morkel
102341,bowled,WP Saha,
102357,bowled,V Sehwag,
102362,bowled,DA Miller,
102372,bowled,R Dhawan,
102400,caught,Mandeep Singh,RV Uthappa
102435,caught,RV Uthappa,AR Patel
102511,stumped,MG Johnson,RV Uthappa
102512,run out,AR Patel,"SA Yadav,RV Uthappa"
102552,caught,AM Rahane,PA Patel
102559,caught,STR Binny,RR Rossouw (sub)
102569,bowled,SR Watson,
102571,caught and bowled,SV Samson,
102586,bowled,KK Nair,
102638,caught,V Kohli,R Bhatia
102669,caught,CH Gayle,SV Samson
102672,caught,VH Zol,SR Watson
102741,lbw,Yuvraj Singh,
102745,caught,AB de Villiers,AM Rahane
102806,run out,KL Rahul,"RG Sharma,CM Gautam"
102861,caught,AJ Finch,KA Pollard
102898,bowled,S Dhawan,
102964,bowled,LMP Simmons,
102973,caught and bowled,AT Rayudu,
102998,caught,CM Gautam,S Dhawan
103033,caught,Ankit Sharma,DR Smith
103050,run out,AM Rahane,"MS Dhoni,BB McCullum"
103062,bowled,SR Watson,
103076,bowled,KK Nair,
103090,bowled,SPD Smith,
103095,bowled,JP Faulkner,
103097,caught,STR Binny,F du Plessis
103104,caught,R Bhatia,DR Smith
103170,caught,DR Smith,DH Yagnik
103199,bowled,R Ashwin,
103217,bowled,F du Plessis,
103242,caught,BB McCullum,KK Nair
103256,caught,SK Raina,R Bhatia
103291,caught,MA Agarwal,S Rana
103307,stumped,KP Pietersen,PA Patel
103313,caught,KD Karthik,YS Chahal
103342,bowled,JP Duminy,
103384,bowled,CH Gayle,
103400,run out,V Kohli,"R Shukla,Q de Kock"
103426,caught,PA Patel,KD Karthik
103437,bowled,AB de Villiers,
103480,lbw,M Vijay,
103488,bowled,Q de Kock,
103518,run out,KM Jadhav,PA Patel
103533,bowled,AJ Finch,
103552,caught,S Dhawan,Shivam Sharma
103651,stumped,WP Saha,NV Ojha
103663,run out,M Vohra,B Kumar
103688,caught,GJ Maxwell,DW Steyn
103716,run out,DA Warner,"M Vohra,Sandeep Sharma"
103720,caught,MC Henriques,DA Miller
103725,caught,IK Pathan,DA Miller
103731,caught and bowled,V Sehwag,
103793,caught,AT Rayudu,SA Yadav
103819,caught,CJ Anderson,PP Chawla
103857,caught,CM Gautam,SA Yadav
103877,bowled,LMP Simmons,
103891,bowled,G Gambhir,
103933,bowled,MK Pandey,
103944,bowled,RV Uthappa,
103962,bowled,RG Sharma,
104006,caught,Shakib Al Hasan,AT Rayudu
104010,caught,JP Duminy,KK Nair
104012,bowled,KP Pietersen,
104024,caught and bowled,LRPL Taylor,
104038,run out,KM Jadhav,BCJ Cutting
104048,bowled,S Nadeem,
104056,bowled,Imran Tahir,
104078,caught,R Shukla,SPD Smith
104115,lbw,KK Nair,
104146,caught,KK Cooper,R Shukla
104187,bowled,AM Rahane,
104191,stumped,STR Binny,KD Karthik
104194,caught,SV Samson,KM Jadhav
104207,run out,BCJ Cutting,R Shukla
104222,caught,MA Agarwal,SPD Smith
104235,caught,KD Karthik,BCJ Cutting
104302,caught,DJ Hussey,MA Starc
104313,caught,MS Dhoni,CH Gayle
104359,caught,BB McCullum,MA Starc
104361,caught,DR Smith,AB de Villiers
104422,stumped,V Kohli,MS Dhoni
104439,bowled,CH Gayle,
104477,caught,PA Patel,SK Raina
104497,caught,S Rana,BB McCullum
104501,caught,AB de Villiers,RA Jadeja
104510,caught,NV Ojha,YK Pathan
104533,caught,S Dhawan,G Gambhir
104539,caught,DA Warner,YK Pathan
104575,lbw,KL Rahul,
104588,caught,AJ Finch,M Morkel
104642,run out,RV Uthappa,"NV Ojha,DJG Sammy"
104675,caught,MK Pandey,AJ Finch
104690,caught,DJG Sammy,MK Pandey
104700,run out,KV Sharma,YK Pathan
104704,bowled,DW Steyn,
104716,caught,G Gambhir,NV Ojha
104755,caught,KK Cooper,KA Pollard
104770,caught,Ankit Sharma,AT Rayudu
104776,caught,SV Samson,AT Rayudu
104809,stumped,STR Binny,AP Tare
104818,caught,KK Nair,K Santokie
104912,caught,LMP Simmons,KK Cooper
104915,caught,MEK Hussey,KK Cooper
104945,run out,RG Sharma,JP Faulkner
104962,caught,UBT Chand,MEK Hussey
104973,caught,SR Watson,AT Rayudu
104986,caught,BJ Hodge,RG Sharma
105059,bowled,KP Pietersen,
105089,caught,M Vijay,BE Hendricks
105120,caught,M Vohra,M Vijay
105130,caught,V Sehwag,MK Tiwary
105138,bowled,GJ Maxwell,
105143,bowled,DA Miller,
105178,caught,JP Duminy,GJ Maxwell
105180,caught,KM Jadhav,GJ Maxwell
105184,bowled,MA Agarwal,
105186,caught,KD Karthik,R Dhawan
105189,caught,WD Parnell,GJ Maxwell
105218,caught,WP Saha,WD Parnell
105239,caught,GJ Bailey,KM Jadhav
105275,caught,CH Gayle,Parvez Rasool
105318,caught,Yuvraj Singh,DW Steyn
105331,lbw,PA Patel,
105404,run out,S Dhawan,"Yuvraj Singh,PA Patel"
105434,caught,V Kohli,DW Steyn
105438,bowled,AB de Villiers,
105449,run out,MA Starc,NV Ojha
105468,caught,DA Warner,Yuvraj Singh
105484,caught,NV Ojha,Yuvraj Singh
105497,bowled,G Gambhir,
105561,caught,RV Uthappa,F du Plessis
105578,bowled,DR Smith,
105634,caught,BB McCullum,SA Yadav
105671,run out,F du Plessis,PP Chawla
105677,caught,SK Raina,RN ten Doeschate
105772,run out,WP Saha,AT Rayudu
105780,caught,SE Marsh,KA Pollard
105788,bowled,M Vohra,
105790,caught and bowled,GJ Maxwell,
105816,run out,V Sehwag,P Kumar
105849,bowled,MEK Hussey,
105878,caught,AT Rayudu,V Sehwag
105902,caught,AR Patel,RG Sharma
105922,caught,GJ Bailey,AT Rayudu
105924,bowled,BE Hendricks,
105955,caught,RG Sharma,Sandeep Sharma
105970,run out,YK Pathan,"V Kohli,YV Takawale"
105985,caught,MK Pandey,MA Starc
106050,caught,G Gambhir,YV Takawale
106124,caught,V Kohli,M Morkel
106127,bowled,YV Takawale,
106162,bowled,Shakib Al Hasan,
106182,lbw,CH Gayle,
106189,caught,Yuvraj Singh,R Vinay Kumar
106193,bowled,AB de Villiers,
106281,bowled,DA Warner,
106313,run out,F du Plessis,KV Sharma
106333,lbw,DR Smith,
106344,caught,SK Raina,AJ Finch
106440,caught,NV Ojha,P Negi
106445,run out,AJ Finch,"SK Raina,P Negi"
106452,caught,DJG Sammy,F du Plessis
106463,caught,LMP Simmons,WD Parnell
106501,bowled,RG Sharma,
106503,caught,KA Pollard,KD Karthik
106527,run out,MEK Hussey,"KD Karthik,KM Jadhav"
106565,stumped,M Vijay,AP Tare
106586,bowled,KP Pietersen,
106591,bowled,KD Karthik,
106630,caught,AT Rayudu,M Vijay
106635,caught,AP Tare,KM Jadhav
106640,caught,Harbhajan Singh,M Vijay
106646,caught,M de Lange,KD Karthik
106650,run out,PP Ojha,"MK Tiwary,KD Karthik"
106654,run out,S Gopal,KD Karthik
106688,caught,MK Tiwary,MEK Hussey
106736,run out,M Vohra,STR Binny
106746,caught,WP Saha,AM Rahane
106777,caught,SE Marsh,AM Rahane
106793,caught,V Sehwag,VS Malik
106796,caught,KK Nair,GJ Bailey
106830,bowled,AM Rahane,
106831,bowled,SR Watson,
106849,caught,STR Binny,SE Marsh
106861,stumped,SV Samson,WP Saha
106919,caught,R Tewatia,Karanveer Singh
106929,stumped,BJ Hodge,WP Saha
106931,caught,KK Cooper,SE Marsh
106970,caught,DR Smith,V Kohli
107001,stumped,SK Raina,YV Takawale
107029,bowled,RR Rossouw,
107053,lbw,YV Takawale,
107058,bowled,VH Zol,
107109,caught,Yuvraj Singh,SK Raina
107133,bowled,AB de Villiers,
107144,bowled,V Kohli,
107187,caught and bowled,NV Ojha,
107226,run out,Y Venugopal Rao,"MK Pandey,RV Uthappa"
107235,stumped,S Anirudha,RV Uthappa
107250,run out,S Dhawan,"MK Pandey,RV Uthappa"
107257,bowled,DA Warner,
107287,bowled,G Gambhir,
107305,caught,MK Pandey,DW Steyn
107316,caught,RV Uthappa,JO Holder
107318,run out,RN ten Doeschate,"NV Ojha,DJG Sammy"
107332,caught,Shakib Al Hasan,JO Holder
107343,caught,YK Pathan,S Dhawan
107375,run out,JO Holder,"RV Uthappa,R Vinay Kumar"
107376,caught,DJG Sammy,Shakib Al Hasan
107395,caught,V Sehwag,KD Karthik
107397,caught,GJ Maxwell,KP Pietersen
107404,run out,MK Tiwary,"R Dhawan,GJ Bailey"
107422,caught,JP Duminy,AR Patel
107429,lbw,KP Pietersen,
107450,caught,JDS Neesham,GJ Bailey
107452,bowled,Mohammed Shami,
107456,caught,Imran Tahir,R Dhawan
107457,caught,JD Unadkat,GJ Maxwell
107482,caught,MA Agarwal,V Sehwag
107500,caught,KD Karthik,AR Patel
107504,caught,KM Jadhav,M Vohra
107544,bowled,M Vohra,
107621,caught,SR Watson,KA Pollard
107669,caught,JP Faulkner,CJ Anderson
107681,caught,LMP Simmons,JP Faulkner
107697,bowled,MEK Hussey,
107701,caught,KA Pollard,BJ Hodge
107759,caught,KK Nair,LMP Simmons
107762,caught,SV Samson,Harbhajan Singh
107769,caught,RG Sharma,KK Nair
107802,run out,AT Rayudu,"KK Nair,SV Samson"
107809,caught,G Gambhir,GJ Bailey
107852,caught,RV Uthappa,DA Miller
107855,bowled,MK Pandey,
107892,caught,V Sehwag,Shakib Al Hasan
107921,caught,M Vohra,UT Yadav
107934,lbw,GJ Maxwell,
107959,caught,WP Saha,UT Yadav
107961,bowled,DA Miller,
107972,caught,Shakib Al Hasan,DA Miller
107973,caught,YK Pathan,DA Miller
107994,bowled,SA Yadav,
107998,caught,RN ten Doeschate,M Vohra
108005,run out,SP Narine,MG Johnson
108033,stumped,R Dhawan,RV Uthappa
108043,caught,GJ Bailey,MK Pandey
108049,run out,AR Patel,"PP Chawla,RV Uthappa"
108082,caught,DR Smith,KA Pollard
108104,stumped,BB McCullum,AP Tare
108127,caught,F du Plessis,BR Dunk (sub)
108186,bowled,MEK Hussey,
108201,caught,CJ Anderson,IC Pandey
108228,caught,LMP Simmons,SK Raina
108233,caught,RG Sharma,BB McCullum
108240,caught,KA Pollard,MM Sharma
108242,caught,AP Tare,F du Plessis
108243,caught,AT Rayudu,DJ Hussey
108246,bowled,P Kumar,
108356,caught,M Vohra,SK Raina
108408,bowled,DR Smith,
108416,run out,SK Raina,GJ Bailey
108452,run out,BB McCullum,"GJ Maxwell,WP Saha"
108453,caught,RA Jadeja,MG Johnson
108454,caught,GJ Maxwell,SK Raina
108486,caught,V Sehwag,F du Plessis
108491,bowled,GJ Bailey,
108494,run out,DA Miller,MS Dhoni
108497,caught,WP Saha,DR Smith
108499,caught,F du Plessis,GJ Bailey
108523,stumped,R Ashwin,WP Saha
108538,caught,DJ Hussey,V Sehwag
108574,bowled,GJ Bailey,
108578,caught,V Sehwag,G Gambhir
108630,caught,RV Uthappa,AR Patel
108665,caught,G Gambhir,DA Miller
108730,caught and bowled,M Vohra,
108735,caught,GJ Maxwell,M Morkel
108742,caught,SA Yadav,M Vohra
108751,caught,YK Pathan,GJ Maxwell
108764,run out,Shakib Al Hasan,GJ Bailey
108770,caught,RN ten Doeschate,DA Miller
108774,caught,MK Pandey,GJ Bailey
108820,caught,RV Uthappa,Harbhajan Singh
108879,caught,AJ Finch,UT Yadav
108901,caught,AP Tare,UT Yadav
108903,caught,AT Rayudu,YK Pathan
108985,caught,MK Pandey,KA Pollard
108999,caught,G Gambhir,AT Rayudu
109029,caught,Imran Tahir,SK Raina
109036,caught,BB McCullum,Yuvraj Singh
109062,bowled,SK Raina,
109075,caught,DR Smith,NM Coulter-Nile
109122,caught,CM Gautam,DJ Bravo
109125,caught,MA Agarwal,MS Dhoni
109138,caught,SS Iyer,F du Plessis
109182,caught,F du Plessis,SS Iyer
109200,stumped,RA Jadeja,CM Gautam
109208,lbw,DJ Bravo,
109227,caught,MS Dhoni,MA Agarwal
109238,caught,Yuvraj Singh,IC Pandey
109245,bowled,JP Duminy,
109258,bowled,NM Coulter-Nile,
109269,caught,KM Jadhav,RA Jadeja
109271,run out,A Mishra,"MS Dhoni,A Nehra"
109287,lbw,SV Samson,
109292,caught,AM Rahane,AR Patel
109334,caught,SPD Smith,Karanveer Singh
109338,caught,STR Binny,WP Saha
109346,bowled,KK Nair,
109357,caught,JP Faulkner,DA Miller
109361,caught,V Sehwag,SV Samson
109380,run out,WP Saha,SV Samson
109392,caught,GJ Maxwell,TG Southee
109416,run out,M Vijay,SV Samson
109461,bowled,DJ Hooda,
109472,bowled,AR Patel,
109478,caught,MG Johnson,TG Southee
109481,caught,GJ Bailey,KK Nair
109525,caught,DA Miller,JP Faulkner
109531,caught,MS Dhoni,DA Warner
109534,run out,RA Jadeja,TA Boult
109555,caught,S Dhawan,RA Jadeja
109569,bowled,KL Rahul,
109663,run out,DR Smith,TA Boult
109696,run out,SK Raina,KL Rahul
109717,bowled,RS Bopara,
109733,caught,KV Sharma,SK Raina
109746,caught,DA Warner,DR Smith
109766,caught,NV Ojha,MM Sharma
109837,run out,SA Abbott,"M Morkel,Shakib Al Hasan"
109851,run out,CH Gayle,"MK Pandey,RV Uthappa"
109856,caught,YK Pathan,V Kohli
109861,run out,Shakib Al Hasan,"KD Karthik,VR Aaron"
109891,caught,V Kohli,RV Uthappa
109907,bowled,KD Karthik,
109910,bowled,Mandeep Singh,
109925,caught,RV Uthappa,DJG Sammy
109942,caught,G Gambhir,Mandeep Singh
109959,caught,SA Yadav,Mandeep Singh
109960,run out,MK Pandey,V Kohli
109991,stumped,DJG Sammy,RV Uthappa
110009,stumped,AB de Villiers,RV Uthappa
110045,caught and bowled,MA Agarwal,
110082,caught,Yuvraj Singh,KK Nair
110134,caught,SV Samson,Yuvraj Singh
110148,caught,SPD Smith,MA Agarwal
110168,caught,SS Iyer,TG Southee
110198,bowled,AM Rahane,
110218,caught,DJ Hooda,AD Mathews
110222,bowled,JP Faulkner,
110245,stumped,KK Nair,KM Jadhav
110250,lbw,STR Binny,
110288,caught,AP Tare,M Vijay
110300,bowled,AJ Finch,
