id,batsman,bowler,runs
37277,MD Mishra,DE Bollinger,4
37278,MD Mishra,DE Bollinger,6
37302,R Dravid,AD Mathews,4
37317,S Sriram,AD Mathews,4
37334,R Dravid,AB Agarkar,6
37335,R Dravid,AB Agarkar,6
37343,RV Uthappa,AD Mathews,6
37348,RV Uthappa,BAW Mendis,6
37350,RV Uthappa,I Sharma,6
37351,RV Uthappa,I Sharma,4
37352,RV Uthappa,I Sharma,4
37357,LRPL Taylor,BAW Mendis,6
37359,RV Uthappa,BAW Mendis,4
37361,RV Uthappa,BAW Mendis,4
37362,RV Uthappa,BAW Mendis,6
37363,LRPL Taylor,AB Dinda,4
37370,CA Pujara,JH Kallis,6
37371,CA Pujara,JH Kallis,6
37381,SC Ganguly,P Kumar,4
37384,CH Gayle,DW Steyn,4
37394,CH Gayle,P Kumar,4
37399,CH Gayle,DW Steyn,4
37400,CH Gayle,DW Steyn,4
37402,SC Ganguly,P Kumar,6
37404,CH Gayle,P Kumar,4
37405,CH Gayle,P Kumar,6
37406,CH Gayle,P Kumar,4
37412,SC Ganguly,JH Kallis,6
37416,SC Ganguly,A Kumble,4
37439,BB McCullum,S Sriram,4
37440,BB McCullum,S Sriram,6
37442,BB McCullum,S Sriram,4
37443,BB McCullum,S Sriram,4
37459,BB McCullum,R Vinay Kumar,4
37460,BB McCullum,R Vinay Kumar,6
37461,BB McCullum,R Vinay Kumar,4
37473,WP Saha,DW Steyn,6
37485,S Sriram,I Sharma,4
37488,S Sriram,AB Agarkar,4
37490,R Dravid,AB Agarkar,4
37492,R Dravid,I Sharma,4
37494,R Dravid,I Sharma,4
37496,R Dravid,I Sharma,4
37533,G Gambhir,IK Pathan,4
37534,G Gambhir,IK Pathan,4
37536,G Gambhir,IK Pathan,4
37538,DA Warner,RR Powar,4
37545,KD Karthik,PP Chawla,4
37595,M Manhas,PP Chawla,4
37617,IK Pathan,A Nehra,4
37629,G Gambhir,L Ablish,4
37630,G Gambhir,L Ablish,4
37675,DPMD Jayawardene,PD Collingwood,4
37691,Yuvraj Singh,R Bhatia,4
37694,Yuvraj Singh,R Bhatia,6
37706,KC Sangakkara,PD Collingwood,4
37709,KC Sangakkara,DL Vettori,4
37711,KC Sangakkara,DL Vettori,4
37714,Yuvraj Singh,DL Vettori,4
37739,KC Sangakkara,DL Vettori,4
37752,DPMD Jayawardene,MF Maharoof,4
37753,DPMD Jayawardene,MF Maharoof,6
37759,DPMD Jayawardene,A Mishra,4
37764,DPMD Jayawardene,R Bhatia,4
37769,SR Tendulkar,SK Trivedi,6
37770,SR Tendulkar,SK Trivedi,6
37777,MJ Lumb,DS Kulkarni,4
37779,MJ Lumb,DS Kulkarni,4
37783,SR Tendulkar,SK Trivedi,4
37796,SR Tendulkar,SK Warne,4
37797,SR Tendulkar,SK Warne,4
37800,SR Tendulkar,SK Warne,4
37825,KA Pollard,AP Dole,4
37826,SR Tendulkar,SR Watson,4
37829,KA Pollard,SR Watson,4
37831,SR Tendulkar,SR Watson,4
37835,KA Pollard,AP Dole,4
37836,KA Pollard,AP Dole,6
37840,SR Tendulkar,SR Watson,4
37841,SR Tendulkar,SR Watson,4
37848,SR Tendulkar,YK Pathan,4
37850,SR Tendulkar,YK Pathan,4
37862,SS Tiwary,AP Dole,4
37864,SS Tiwary,AP Dole,4
37869,SS Tiwary,SR Watson,4
37872,JP Duminy,SR Watson,4
37876,JP Duminy,YK Pathan,4
37882,JP Duminy,AA Jhunjhunwala,4
37892,JP Duminy,SK Warne,4
37909,AC Voges,ST Jayasuriya,4
37933,AC Voges,KA Pollard,4
37935,YK Pathan,KA Pollard,6
37952,AS Raut,Z Khan,6
37955,AP Dole,Z Khan,4
37959,AP Dole,SL Malinga,4
37962,AS Raut,SL Malinga,6
37967,AP Dole,DS Kulkarni,6
37994,FY Fazal,DS Kulkarni,4
38006,AA Jhunjhunwala,DS Kulkarni,6
38029,R Dravid,A Symonds,4
38055,RV Uthappa,A Symonds,6
38082,RV Uthappa,RJ Harris,6
38087,RV Uthappa,RJ Harris,6
38103,R Dravid,RJ Harris,4
38105,HH Gibbs,R Vinay Kumar,6
38109,HH Gibbs,DW Steyn,4
38127,RG Sharma,DW Steyn,4
38130,MD Mishra,JH Kallis,4
38137,RG Sharma,A Kumble,4
38150,MD Mishra,A Kumble,6
38154,MD Mishra,V Kohli,6
38163,MD Mishra,KP Appanna,6
38166,RG Sharma,JH Kallis,4
38167,RG Sharma,JH Kallis,4
38168,RG Sharma,JH Kallis,4
38185,A Symonds,JH Kallis,4
38188,RG Sharma,JH Kallis,4
38193,RG Sharma,KP Appanna,4
38195,A Symonds,KP Appanna,4
38217,RJ Harris,JH Kallis,6
38227,JH Kallis,RP Singh,4
38240,R Dravid,A Symonds,4
38242,R Dravid,A Symonds,4
38246,R Dravid,PP Ojha,4
38259,R Dravid,PP Ojha,4
38265,R Dravid,Harmeet Singh,4
38266,R Dravid,Harmeet Singh,4
38269,C Madan,A Nehra,4
38270,C Madan,A Nehra,4
38294,AT Rayudu,AB McDonald,4
38302,SS Tiwary,PD Collingwood,6
38307,SS Tiwary,PJ Sangwan,6
38309,SS Tiwary,PJ Sangwan,4
38321,JP Duminy,A Mishra,4
38322,JP Duminy,A Mishra,4
38323,JP Duminy,A Mishra,4
38325,AT Rayudu,A Nehra,4
38332,KA Pollard,S Ladda,4
38335,KA Pollard,S Ladda,6
38340,KA Pollard,A Nehra,6
38344,KA Pollard,AB McDonald,6
38345,KA Pollard,AB McDonald,4
38346,KA Pollard,AB McDonald,6
38348,KA Pollard,AB McDonald,6
38352,SR Tendulkar,PJ Sangwan,4
38365,C Madan,PJ Sangwan,4
38373,SR Tendulkar,A Mishra,4
38387,SR Tendulkar,A Mishra,4
38465,AB McDonald,DJ Bravo,6
38473,DA Warner,Z Khan,4
38480,V Sehwag,CRD Fernando,4
38482,DA Warner,Z Khan,4
38483,DA Warner,Z Khan,4
38484,DA Warner,Z Khan,6
38488,DA Warner,CRD Fernando,4
38490,DA Warner,CRD Fernando,4
38492,V Sehwag,CRD Fernando,4
38497,V Sehwag,Harbhajan Singh,4
38499,G Gambhir,Harbhajan Singh,4
38501,G Gambhir,DJ Bravo,4
38503,G Gambhir,DJ Bravo,4
38525,MK Tiwary,SB Jakati,4
38534,AD Mathews,M Muralitharan,4
38536,AD Mathews,M Muralitharan,6
38542,AD Mathews,SB Jakati,4
38547,MK Tiwary,M Muralitharan,4
38550,AD Mathews,M Muralitharan,6
38571,LR Shukla,SK Raina,6
38573,LR Shukla,SK Raina,6
38586,AB Agarkar,DE Bollinger,4
38589,AD Mathews,M Muralitharan,4
38599,SC Ganguly,DE Bollinger,4
38602,SC Ganguly,DE Bollinger,4
38604,CH Gayle,R Ashwin,6
38641,SK Raina,Iqbal Abdulla,6
38642,M Vijay,AB Agarkar,4
38655,SK Raina,AD Mathews,6
38660,SK Raina,AD Mathews,4
38662,M Vijay,DJ Hussey,6
38663,M Vijay,DJ Hussey,4
38666,M Vijay,DJ Hussey,4
38670,M Vijay,Iqbal Abdulla,4
38678,M Vijay,LR Shukla,6
38682,SK Raina,Iqbal Abdulla,6
38686,SK Raina,AB Dinda,4
38690,SK Raina,AB Dinda,4
38691,SK Raina,AB Dinda,4
38698,SK Raina,CH Gayle,4
38703,SK Raina,AB Dinda,4
38704,SK Raina,AB Dinda,4
38708,SK Raina,CH Gayle,4
38709,SK Raina,CH Gayle,4
38710,SK Raina,CH Gayle,4
38715,AB Agarkar,M Muralitharan,4
38723,SK Raina,AB Agarkar,4
38732,NV Ojha,DW Steyn,4
38740,MJ Lumb,A Kumble,4
38754,SR Watson,R Vinay Kumar,4
38767,R Dravid,SK Trivedi,4
38777,LRPL Taylor,SK Trivedi,6
38782,AC Voges,Pankaj Singh,4
38783,AC Voges,Pankaj Singh,4
38802,AS Raut,R Vinay Kumar,4
38804,AS Raut,R Vinay Kumar,6
38810,MK Pandey,SR Watson,4
38818,KP Pietersen,SR Watson,4
38820,KP Pietersen,SR Watson,4
38825,KP Pietersen,Kamran Khan,4
38826,KP Pietersen,Kamran Khan,4
38827,KP Pietersen,Kamran Khan,4
38828,KP Pietersen,Kamran Khan,6
38831,MK Pandey,SK Trivedi,4
38833,MK Pandey,SK Trivedi,4
38835,AA Jhunjhunwala,Pankaj Singh,4
38848,SR Watson,A Kumble,4
38849,SR Watson,A Kumble,4
38877,YK Pathan,Pankaj Singh,4
38878,YK Pathan,Pankaj Singh,4
38887,AC Voges,DW Steyn,4
38892,AS Raut,R Vinay Kumar,4
38896,AS Raut,R Vinay Kumar,4
38900,KP Pietersen,SK Warne,4
38907,KP Pietersen,SK Warne,4
38908,KP Pietersen,SK Warne,6
38917,KP Pietersen,AC Voges,4
38919,KP Pietersen,AC Voges,4
38920,KP Pietersen,AC Voges,4
38922,RV Uthappa,AC Voges,4
38927,RV Uthappa,SK Trivedi,4
38937,RV Uthappa,SK Warne,6
38939,V Kohli,Kamran Khan,4
38942,V Kohli,Kamran Khan,4
38950,M Vijay,A Nehra,4
38957,M Vijay,DP Nannes,4
38964,SK Raina,UT Yadav,4
38970,SK Raina,UT Yadav,4
38983,MEK Hussey,V Sehwag,4
38985,MEK Hussey,V Sehwag,4
39000,M Vijay,A Nehra,4
39010,DE Bollinger,TM Dilshan,6
39017,S Badrinath,DP Nannes,4
39021,DE Bollinger,A Nehra,4
39024,S Badrinath,A Nehra,4
39043,G Gambhir,R Ashwin,4
39061,KD Karthik,DE Bollinger,4
39125,G Gambhir,R Ashwin,4
39127,G Gambhir,SK Raina,4
39129,G Gambhir,SK Raina,4
39135,G Gambhir,DE Bollinger,4
39142,M Manhas,L Balaji,4
39186,M Manhas,R Ashwin,4
39189,AC Gilchrist,VS Malik,4
39191,AC Gilchrist,IK Pathan,4
39193,MD Mishra,IK Pathan,4
39197,TL Suman,SJ Srivastava,4
39201,MD Mishra,VS Malik,4
39204,TL Suman,J Theron,6
39206,TL Suman,J Theron,4
39217,MD Mishra,J Theron,4
39225,MD Mishra,VS Malik,4
39227,RG Sharma,VS Malik,4
39237,TL Suman,IK Pathan,6
39243,DPMD Jayawardene,RP Singh,4
39244,DPMD Jayawardene,RP Singh,4
39245,DPMD Jayawardene,RP Singh,4
39246,DPMD Jayawardene,RP Singh,4
39249,Yuvraj Singh,MR Marsh,4
39253,Yuvraj Singh,RJ Harris,6
39255,DPMD Jayawardene,RJ Harris,4
39256,DPMD Jayawardene,RJ Harris,4
39259,DPMD Jayawardene,RP Singh,4
39261,DPMD Jayawardene,RP Singh,6
39270,KC Sangakkara,RP Singh,4
39278,KC Sangakkara,RJ Harris,4
39285,KC Sangakkara,MR Marsh,4
39286,KC Sangakkara,MR Marsh,4
39289,DPMD Jayawardene,RP Singh,4
39294,DPMD Jayawardene,RP Singh,4
39297,KC Sangakkara,MR Marsh,4
39300,DPMD Jayawardene,MR Marsh,4
39301,KC Sangakkara,A Symonds,4
39310,KC Sangakkara,RG Sharma,4
39314,DPMD Jayawardene,PP Ojha,4
39321,KC Sangakkara,A Symonds,6
39330,KC Sangakkara,PP Ojha,4
39331,KC Sangakkara,PP Ojha,4
39360,DPMD Jayawardene,R Sharma,6
39361,DPMD Jayawardene,R Sharma,4
39365,DPMD Jayawardene,RP Singh,4
39368,RG Sharma,PP Chawla,4
39377,MR Marsh,Yuvraj Singh,6
39388,RG Sharma,IK Pathan,4
39389,RG Sharma,IK Pathan,6
39390,B Sumanth,VS Malik,4
39412,RG Sharma,PP Chawla,4
39414,RG Sharma,SJ Srivastava,4
39415,RG Sharma,SJ Srivastava,6
39418,TL Suman,SJ Srivastava,4
39420,TL Suman,Yuvraj Singh,6
39423,RG Sharma,Yuvraj Singh,4
39428,RG Sharma,SJ Srivastava,6
39432,MR Marsh,J Theron,4
39435,R Vinay Kumar,R McLaren,4
39438,SR Tendulkar,R Vinay Kumar,4
39439,SR Tendulkar,R Vinay Kumar,4
39451,SR Tendulkar,R Vinay Kumar,4
39461,R McLaren,Pankaj Singh,4
39481,R McLaren,JH Kallis,4
39483,AT Rayudu,Pankaj Singh,4
39487,V Kohli,Z Khan,4
39492,V Kohli,CRD Fernando,4
39504,V Kohli,KA Pollard,4
39538,JH Kallis,Z Khan,6
39541,MK Pandey,CRD Fernando,4
39544,MK Pandey,CRD Fernando,4
39560,R Dravid,KA Pollard,4
39566,AT Rayudu,Pankaj Singh,6
39567,AT Rayudu,Pankaj Singh,6
39584,AT Rayudu,A Kumble,6
39585,AT Rayudu,A Kumble,6
39590,AT Rayudu,JH Kallis,4
39591,AT Rayudu,JH Kallis,4
39598,R McLaren,A Kumble,4
39600,R McLaren,A Kumble,4
39602,KA Pollard,Pankaj Singh,6
39603,KA Pollard,Pankaj Singh,6
39604,KA Pollard,Pankaj Singh,6
39618,JP Duminy,KP Pietersen,6
39620,JP Duminy,JH Kallis,4
39622,JP Duminy,JH Kallis,6
39624,JP Duminy,JH Kallis,6
39631,JP Duminy,DW Steyn,4
39632,AM Nayar,R Vinay Kumar,4
39635,JP Duminy,R Vinay Kumar,4
39644,V Kohli,CRD Fernando,6
39646,R Dravid,Harbhajan Singh,4
39649,KP Pietersen,Harbhajan Singh,4
39659,KP Pietersen,Harbhajan Singh,6
39681,V Kohli,Z Khan,4
39682,SR Watson,SE Bond,4
39690,SR Watson,SE Bond,4
39696,NV Ojha,AB Dinda,4
39698,NV Ojha,AB Dinda,4
39704,SR Watson,M Kartik,4
39705,SR Watson,M Kartik,4
39709,SR Watson,JD Unadkat,6
39711,SR Watson,JD Unadkat,4
39716,SR Watson,M Kartik,4
39717,SR Watson,M Kartik,4
39724,YK Pathan,LR Shukla,4
39750,FY Fazal,SE Bond,4
39757,SK Trivedi,AB Dinda,4
39761,SC Ganguly,YK Pathan,4
39765,SC Ganguly,YK Pathan,4
39769,BB McCullum,SR Watson,4
39773,SC Ganguly,SR Watson,4
39780,CA Pujara,Kamran Khan,4
39784,SC Ganguly,SR Watson,4
39793,SC Ganguly,Kamran Khan,4
39796,CA Pujara,SR Watson,4
39804,CA Pujara,SK Trivedi,4
39810,NV Ojha,JD Unadkat,4
39831,AC Voges,M Kartik,4
39832,AJ Finch,LR Shukla,6
39851,SC Ganguly,SK Trivedi,4
39852,SC Ganguly,SK Trivedi,4
39860,SC Ganguly,FY Fazal,6
39861,SC Ganguly,FY Fazal,4
39873,SC Ganguly,YK Pathan,4
39877,CA Pujara,YK Pathan,4
39880,CA Pujara,AC Voges,6
39883,SC Ganguly,AC Voges,6
39892,CA Pujara,SK Warne,4
39896,SC Ganguly,YK Pathan,4
39906,SC Ganguly,SK Warne,4
39914,ML Hayden,IK Pathan,4
39923,M Vijay,IK Pathan,4
39926,SK Raina,IK Pathan,4
39928,SK Raina,IK Pathan,4
39930,M Vijay,RR Powar,4
39932,SK Raina,RR Powar,4
39934,SK Raina,RR Powar,4
39936,SK Raina,VRV Singh,6
39941,S Badrinath,VRV Singh,4
39946,S Badrinath,RR Powar,6
39953,SK Raina,VRV Singh,6
39955,S Badrinath,VRV Singh,4
39956,SK Raina,PP Chawla,4
39961,SK Raina,PP Chawla,6
39966,MS Dhoni,J Theron,4
39973,SE Marsh,JA Morkel,4
39975,SE Marsh,DE Bollinger,6
39977,IK Pathan,DE Bollinger,4
39979,SE Marsh,DE Bollinger,6
39981,IK Pathan,JA Morkel,4
39983,IK Pathan,JA Morkel,6
39990,DPMD Jayawardene,S Tyagi,6
39991,DPMD Jayawardene,S Tyagi,6
39994,SE Marsh,DE Bollinger,4
39999,SE Marsh,JA Morkel,4
40001,DPMD Jayawardene,JA Morkel,4
40003,DPMD Jayawardene,JA Morkel,4
40012,KC Sangakkara,DE Bollinger,4
40021,KC Sangakkara,R Ashwin,4
40024,KC Sangakkara,S Tyagi,4
40028,KC Sangakkara,S Tyagi,4
40036,SE Marsh,JM Kemp,4
40037,SE Marsh,JM Kemp,4
40043,KC Sangakkara,SK Raina,4
40046,SE Marsh,SK Raina,4
40061,SE Marsh,SB Jakati,6
40064,SE Marsh,SB Jakati,4
40066,SE Marsh,SK Raina,6
40069,SE Marsh,SK Raina,4
40073,SE Marsh,JA Morkel,6
40079,IK Pathan,R Ashwin,4
40091,IK Pathan,JA Morkel,4
40095,JA Morkel,VRV Singh,4
40099,JA Morkel,VRV Singh,4
40100,MS Dhoni,J Theron,4
40101,MS Dhoni,J Theron,4
40106,MS Dhoni,IK Pathan,4
40108,MS Dhoni,IK Pathan,6
40109,MS Dhoni,IK Pathan,6
40110,MS Dhoni,IK Pathan,4
40121,S Badrinath,Yuvraj Singh,4
40127,S Badrinath,J Theron,4
40130,S Badrinath,PP Chawla,4
40139,S Badrinath,J Theron,6
40141,S Badrinath,J Theron,4
40147,S Badrinath,PP Chawla,4
40154,AC Gilchrist,DP Nannes,4
40161,AC Gilchrist,A Nehra,4
40171,MD Mishra,A Nehra,6
40174,TL Suman,A Nehra,4
40186,RG Sharma,UT Yadav,4
40187,RG Sharma,UT Yadav,4
40191,A Symonds,UT Yadav,4
40194,A Symonds,A Mishra,6
40203,MD Mishra,UT Yadav,4
40209,A Symonds,A Mishra,6
40210,A Symonds,A Mishra,4
40213,MD Mishra,A Nehra,4
40218,A Nehra,MR Marsh,4
40222,PD Collingwood,Harmeet Singh,6
40236,V Sehwag,WPUJC Vaas,4
40237,DA Warner,MR Marsh,4
40241,TM Dilshan,MR Marsh,4
40245,V Sehwag,WPUJC Vaas,4
40249,TM Dilshan,Harmeet Singh,4
40253,M Manhas,Harmeet Singh,4
40254,M Manhas,Harmeet Singh,4
40270,PD Collingwood,PP Ojha,4
40299,A Symonds,TM Dilshan,6
40303,A Symonds,TM Dilshan,6
40305,A Symonds,PD Collingwood,6
40307,A Symonds,PD Collingwood,4
40341,R Sharma,DP Nannes,4
40345,R Sharma,DP Nannes,4
40356,PD Collingwood,R Sharma,6
40365,A Nehra,Harmeet Singh,4
40369,PD Collingwood,Harmeet Singh,6
40371,A Nehra,R Sharma,6
40418,S Dhawan,SE Bond,4
40420,JP Duminy,JD Unadkat,4
40426,SS Tiwary,SC Ganguly,6
40428,JP Duminy,SC Ganguly,4
40436,SS Tiwary,M Kartik,4
40441,SS Tiwary,DJ Hussey,4
40444,SS Tiwary,DJ Hussey,4
40454,SS Tiwary,AB Dinda,4
40463,AT Rayudu,MK Tiwary,6
40468,STR Binny,SE Bond,4
40474,AT Rayudu,AB Dinda,4
40478,SC Ganguly,AG Murtaza,6
40486,BB McCullum,CRD Fernando,4
40492,BB McCullum,R McLaren,4
40498,SC Ganguly,CRD Fernando,4
40499,SC Ganguly,CRD Fernando,6
40504,BB McCullum,R McLaren,4
40506,SC Ganguly,R McLaren,4
40515,BB McCullum,STR Binny,4
40525,BB McCullum,JP Duminy,4
40532,SC Ganguly,JP Duminy,4
40534,SC Ganguly,JP Duminy,4
40571,R Sathish,M Kartik,4
40574,AT Rayudu,JD Unadkat,4
40575,AT Rayudu,JD Unadkat,4
40586,BB McCullum,JP Duminy,4
40594,BB McCullum,CRD Fernando,4
40599,BB McCullum,R Sathish,4
40610,DJ Hussey,AG Murtaza,4
40614,DJ Hussey,R McLaren,6
40634,KA Pollard,DW Steyn,6
40635,R Dravid,Z Khan,4
40637,R Dravid,Z Khan,4
40639,JH Kallis,CRD Fernando,4
40641,JH Kallis,CRD Fernando,4
40652,KP Pietersen,Z Khan,4
40658,R Dravid,SL Malinga,4
40675,RV Uthappa,Harbhajan Singh,4
40682,RV Uthappa,Harbhajan Singh,6
40686,RV Uthappa,Harbhajan Singh,6
40687,RV Uthappa,Harbhajan Singh,4
40697,V Kohli,CRD Fernando,4
40699,KP Pietersen,SL Malinga,4
40701,KA Pollard,R Vinay Kumar,6
40703,KA Pollard,R Vinay Kumar,6
40706,KA Pollard,DW Steyn,4
40716,SR Tendulkar,DW Steyn,4
40718,SR Tendulkar,DW Steyn,4
40722,S Dhawan,P Kumar,4
40728,S Dhawan,DW Steyn,4
40740,AT Rayudu,R Vinay Kumar,4
40743,AM Nayar,P Kumar,4
40746,AT Rayudu,P Kumar,4
40747,AT Rayudu,P Kumar,4
40748,AM Nayar,JH Kallis,4
40763,AT Rayudu,KP Pietersen,4
40792,SS Tiwary,V Kohli,6
40802,SS Tiwary,JH Kallis,6
40805,SS Tiwary,JH Kallis,4
40806,SS Tiwary,JH Kallis,4
40811,SS Tiwary,A Kumble,4
40812,SS Tiwary,A Kumble,6
40821,SS Tiwary,DW Steyn,6
40830,LRPL Taylor,Z Khan,4
40833,DW Steyn,Z Khan,4
40848,LRPL Taylor,Harbhajan Singh,6
40893,ML Hayden,RJ Harris,4
40898,M Vijay,RP Singh,6
40899,M Vijay,RP Singh,4
40901,ML Hayden,A Symonds,4
40915,MS Dhoni,RP Singh,4
40931,MS Dhoni,Harmeet Singh,4
40946,B Sumanth,SB Jakati,4
40961,S Anirudha,RJ Harris,6
40963,R Ashwin,RJ Harris,4
40981,AC Gilchrist,R Ashwin,6
40987,AC Gilchrist,DE Bollinger,4
40997,TL Suman,DE Bollinger,4
41012,HH Gibbs,JA Morkel,4
41025,S Badrinath,Harmeet Singh,4
41026,MS Dhoni,PP Ojha,4
41047,S Badrinath,Harmeet Singh,4
41051,S Badrinath,PP Ojha,6
41059,S Badrinath,A Symonds,4
41067,S Anirudha,RJ Harris,4
41078,S Anirudha,RP Singh,6
41085,B Sumanth,M Muralitharan,4
41091,A Symonds,SB Jakati,4
41092,A Symonds,SB Jakati,4
41115,A Symonds,JA Morkel,4
41124,RJ Harris,SB Jakati,6
41125,RJ Harris,SB Jakati,4
41126,AC Gilchrist,A Kumble,4
41139,Anirudh Singh,DW Steyn,4
41152,Anirudh Singh,DW Steyn,4
41156,Anirudh Singh,P Kumar,4
41169,DR Smith,P Kumar,4
41177,Y Venugopal Rao,A Kumble,6
41198,JH Kallis,RJ Harris,4
41206,JH Kallis,A Symonds,4
41217,R Dravid,A Symonds,4
41223,R Dravid,PP Ojha,4
41229,JH Kallis,RJ Harris,4
41242,KP Pietersen,R Sharma,4
41256,R Dravid,R Sharma,4
41263,R Dravid,PP Ojha,4
41279,Y Venugopal Rao,KP Pietersen,4
41282,Anirudh Singh,KP Pietersen,4
41288,Anirudh Singh,ND Doshi,6
41295,Y Venugopal Rao,B Akhil,4
41313,R Dravid,Harmeet Singh,4
41321,KP Pietersen,PP Ojha,6
41322,KP Pietersen,R Sharma,6
41339,AM Nayar,SB Jakati,6
41340,AM Nayar,SB Jakati,6
41349,AM Nayar,R Ashwin,4
41355,SR Tendulkar,JA Morkel,4
41356,SR Tendulkar,JA Morkel,4
41364,AT Rayudu,SK Raina,6
41365,AT Rayudu,SK Raina,4
41368,SR Tendulkar,SB Jakati,4
41387,SR Tendulkar,M Muralitharan,4
41391,SR Tendulkar,SK Raina,4
41417,ML Hayden,Harbhajan Singh,6
41421,M Vijay,Z Khan,6
41426,M Vijay,SL Malinga,4
41430,ML Hayden,SL Malinga,4
41436,M Vijay,CRD Fernando,6
41461,S Badrinath,Harbhajan Singh,4
41465,S Badrinath,KA Pollard,4
41475,MS Dhoni,KA Pollard,6
41480,MS Dhoni,KA Pollard,4
41486,MS Dhoni,SL Malinga,4
41490,SK Raina,Z Khan,4
41491,SK Raina,Z Khan,6
41496,SK Raina,KA Pollard,6
41498,SK Raina,KA Pollard,6
41501,SK Raina,CRD Fernando,4
41506,SK Raina,CRD Fernando,4
41509,JA Morkel,Z Khan,4
41517,JA Morkel,Harbhajan Singh,6
41524,S Anirudha,SL Malinga,4
41539,SR Tendulkar,R Ashwin,4
41553,SR Tendulkar,R Ashwin,4
41554,KA Pollard,DE Bollinger,4
41556,KA Pollard,DE Bollinger,6
41559,KA Pollard,JA Morkel,4
41570,KA Pollard,DE Bollinger,4
41571,KA Pollard,DE Bollinger,6
41574,S Anirudha,S Ladda,6
41581,SK Raina,L Balaji,4
41594,SK Raina,L Balaji,4
41599,S Anirudha,JH Kallis,4
41601,S Anirudha,JH Kallis,4
41602,S Anirudha,JH Kallis,4
41607,SK Raina,S Ladda,4
41617,MS Dhoni,Iqbal Abdulla,4
41619,MS Dhoni,S Ladda,6
41622,S Anirudha,S Ladda,6
41638,S Anirudha,R Bhatia,4
41653,M Vijay,Iqbal Abdulla,4
41658,SK Raina,YK Pathan,4
41666,S Anirudha,Iqbal Abdulla,4
41670,S Anirudha,YK Pathan,4
41680,MS Bisla,S Randiv,4
41709,JH Kallis,JA Morkel,4
41710,JH Kallis,JA Morkel,4
41711,YK Pathan,SB Jakati,6
41715,JH Kallis,SB Jakati,4
41737,MK Tiwary,JA Morkel,4
41747,EJG Morgan,R Ashwin,4
41766,SB Styris,JH Kallis,4
41768,JA Morkel,JH Kallis,4
41769,JA Morkel,JH Kallis,6
41772,MS Bisla,JA Morkel,4
41774,JH Kallis,JA Morkel,4
41788,MS Bisla,R Ashwin,4
41790,JH Kallis,TG Southee,4
41791,JH Kallis,TG Southee,4
41792,JH Kallis,TG Southee,4
41799,LR Shukla,TG Southee,4
41801,LR Shukla,S Randiv,4
41803,MK Tiwary,S Randiv,6
41804,MK Tiwary,S Randiv,6
41833,JP Duminy,SK Warne,6
41837,S Dhawan,A Singh,6
41838,S Dhawan,A Singh,4
41844,B Chipli,SK Trivedi,4
41858,DB Ravi Teja,AL Menaria,4
41864,DT Christian,J Botha,4
41865,DT Christian,J Botha,6
41869,DT Christian,A Singh,6
41898,S Dhawan,JDP Oram,4
41899,IR Jaggi,A Singh,4
41900,IR Jaggi,A Singh,4
41910,IR Jaggi,J Botha,4
41931,R Dravid,I Sharma,4
41941,J Botha,PP Ojha,4
41948,J Botha,DT Christian,4
41961,J Botha,A Mishra,4
41969,J Botha,DW Steyn,4
41980,J Botha,DT Christian,4
41986,LRPL Taylor,A Mishra,4
41987,LRPL Taylor,A Mishra,6
42003,DB Ravi Teja,STR Binny,6
42006,DB Ravi Teja,STR Binny,4
42009,DW Steyn,A Singh,4
42014,AG Paunikar,PP Ojha,4
42015,AG Paunikar,PP Ojha,4
42021,AG Paunikar,DW Steyn,4
42025,AG Paunikar,DW Steyn,4
42036,R Dravid,DT Christian,4
42040,J Botha,I Sharma,4
42044,LRPL Taylor,I Sharma,6
42046,J Botha,PP Ojha,4
42048,J Botha,PP Ojha,6
42049,J Botha,PP Ojha,4
42062,MA Agarwal,R Vinay Kumar,4
42064,MA Agarwal,M Muralitharan,6
42069,AB de Villiers,S Sreesanth,6
42073,AB de Villiers,RA Jadeja,4
42079,V Kohli,RA Jadeja,4
42084,MA Agarwal,RA Jadeja,6
42086,V Kohli,R Vinay Kumar,4
42091,AB de Villiers,M Muralitharan,6
42102,SS Tiwary,RP Singh,4
42104,SS Tiwary,RP Singh,4
42132,BB McCullum,Z Khan,4
42136,BB McCullum,DP Nannes,4
42137,BB McCullum,DP Nannes,4
42138,BB McCullum,DP Nannes,6
42150,VVS Laxman,DL Vettori,4
42156,VVS Laxman,TM Dilshan,6
42161,VVS Laxman,A Mithun,6
42164,BB McCullum,A Mithun,4
42165,BB McCullum,A Mithun,6
42171,VVS Laxman,TM Dilshan,4
42192,DPMD Jayawardene,DP Nannes,4
42201,BJ Hodge,V Kohli,4
42217,DPMD Jayawardene,V Kohli,4
42223,BJ Hodge,AUK Pathan,4
42233,BJ Hodge,TM Dilshan,4
42239,RA Jadeja,Z Khan,6
42243,RA Jadeja,DP Nannes,4
42253,RA Jadeja,Z Khan,4
42265,V Kohli,S Sreesanth,4
42267,MA Agarwal,RP Singh,4
42280,V Kohli,S Sreesanth,4
42285,AB de Villiers,RV Gomez,6
42288,AB de Villiers,RV Gomez,6
42289,AB de Villiers,RV Gomez,6
42290,AUK Pathan,R Vinay Kumar,4
42293,AUK Pathan,R Vinay Kumar,4
42294,AUK Pathan,R Vinay Kumar,4
