id,batsman,bowler,runs
122598,KP Pietersen,Harbhajan Singh,6
122605,AM Rahane,HH Pandya,6
122607,AM Rahane,HH Pandya,6
122614,AM Rahane,R Vinay Kumar,4
122629,AM Rahane,JJ Bumrah,4
122632,F du Plessis,JJ Bumrah,6
122633,F du Plessis,JJ Bumrah,6
122651,KP Pietersen,Harbhajan Singh,6
122652,RV Uthappa,Z Khan,4
122657,RV Uthappa,NM Coulter-Nile,4
122658,RV Uthappa,NM Coulter-Nile,4
122667,RV Uthappa,Z Khan,4
122671,RV Uthappa,CH Morris,4
122692,G Gambhir,CR Brathwaite,4
122702,MK Pandey,CH Morris,4
122706,G Gambhir,NM Coulter-Nile,4
122711,RV Uthappa,CH Morris,4
122715,Z Khan,JW Hastings,4
122722,RV Uthappa,NM Coulter-Nile,4
122724,G Gambhir,Z Khan,4
122727,G Gambhir,Z Khan,4
122729,MA Agarwal,AD Russell,4
122739,Q de Kock,UT Yadav,4
122740,Q de Kock,UT Yadav,6
122760,SV Samson,AD Russell,4
122767,SV Samson,UT Yadav,4
122776,P Negi,C Munro,6
122793,CR Brathwaite,PP Chawla,6
122798,CH Morris,GB Hogg,4
122807,CH Morris,PP Chawla,4
122815,NM Coulter-Nile,GB Hogg,4
122841,G Gambhir,NM Coulter-Nile,4
122845,MK Pandey,NM Coulter-Nile,4
122846,MK Pandey,NM Coulter-Nile,4
122854,M Vohra,S Ladda,4
122857,M Vohra,S Ladda,6
122861,M Vohra,RA Jadeja,6
122873,DA Miller,RA Jadeja,4
122876,M Vohra,JP Faulkner,4
122877,M Vohra,JP Faulkner,4
122881,M Vijay,S Ladda,4
122892,MP Stoinis,DJ Bravo,4
122897,MP Stoinis,JP Faulkner,4
122914,DA Miller,RA Jadeja,6
122939,M Vijay,PJ Sangwan,6
122940,M Vijay,PJ Sangwan,4
122945,M Vijay,P Kumar,4
122949,M Vijay,PJ Sangwan,4
122951,M Vijay,PJ Sangwan,4
122953,M Vohra,JP Faulkner,4
122957,AJ Finch,MG Johnson,4
122965,SK Raina,MP Stoinis,6
122968,AJ Finch,MP Stoinis,4
122972,KD Karthik,AR Patel,4
122974,AJ Finch,AR Patel,4
122976,AJ Finch,MP Stoinis,4
122979,AJ Finch,MP Stoinis,4
122981,KD Karthik,MP Stoinis,4
122991,AJ Finch,P Sahu,4
122998,AJ Finch,Sandeep Sharma,4
123002,KD Karthik,P Sahu,4
123004,AJ Finch,P Sahu,4
123018,KD Karthik,P Sahu,4
123030,Ishan Kishan,P Sahu,4
123031,KD Karthik,MG Johnson,4
123040,MP Stoinis,P Kumar,4
123046,MP Stoinis,JP Faulkner,4
123061,AJ Finch,MG Johnson,4
123063,AJ Finch,MG Johnson,4
123068,SK Raina,Sandeep Sharma,6
123071,AJ Finch,MM Sharma,4
123072,AJ Finch,MM Sharma,4
123076,SK Raina,MM Sharma,4
123077,KD Karthik,MG Johnson,4
123081,KD Karthik,MM Sharma,4
123084,Ishan Kishan,MG Johnson,4
123090,V Kohli,KV Sharma,4
123092,V Kohli,MC Henriques,6
123098,AB de Villiers,KV Sharma,6
123099,AB de Villiers,KV Sharma,6
123105,AB de Villiers,A Ashish Reddy,4
123106,AB de Villiers,A Ashish Reddy,4
123112,AB de Villiers,MC Henriques,4
123113,AB de Villiers,MC Henriques,4
123122,V Kohli,MC Henriques,6
123123,V Kohli,MC Henriques,4
123128,AB de Villiers,A Ashish Reddy,6
123131,AB de Villiers,A Ashish Reddy,6
123132,V Kohli,B Kumar,4
123143,SR Watson,KV Sharma,6
123144,SR Watson,KV Sharma,6
123145,SR Watson,KV Sharma,6
123152,KM Jadhav,B Kumar,4
123154,V Kohli,KV Sharma,4
123158,V Kohli,KV Sharma,6
123167,V Kohli,A Nehra,4
123182,AB de Villiers,A Nehra,4
123183,AB de Villiers,A Nehra,6
123186,AB de Villiers,A Nehra,4
123188,V Kohli,B Kumar,4
123191,AB de Villiers,B Kumar,6
123192,AB de Villiers,B Kumar,4
123196,V Kohli,Mustafizur Rahman,4
123200,DA Warner,Parvez Rasool,6
123208,MC Henriques,HV Patel,4
123211,DA Warner,YS Chahal,4
123212,DA Warner,YS Chahal,6
123215,DA Warner,YS Chahal,6
123227,MC Henriques,YS Chahal,4
123232,DJ Hooda,AF Milne,4
123240,EJG Morgan,YS Chahal,4
123245,A Ashish Reddy,Parvez Rasool,4
123250,A Ashish Reddy,YS Chahal,6
123252,A Ashish Reddy,YS Chahal,6
123257,A Ashish Reddy,Parvez Rasool,4
123258,A Ashish Reddy,Parvez Rasool,6
123261,EJG Morgan,SR Watson,4
123273,KV Sharma,AF Milne,6
123276,SN Khan,B Kumar,4
123277,SN Khan,B Kumar,4
123278,SN Khan,B Kumar,6
123279,SN Khan,B Kumar,4
123280,SN Khan,B Kumar,4
123283,SN Khan,Mustafizur Rahman,6
123286,SN Khan,Mustafizur Rahman,4
123290,DA Warner,AF Milne,4
123297,S Dhawan,SR Watson,4
123304,DA Warner,AF Milne,4
123305,DA Warner,AF Milne,6
123314,DA Warner,HV Patel,6
123316,DA Warner,HV Patel,4
123325,KV Sharma,SR Watson,4
123333,KV Sharma,HV Patel,4
123334,KV Sharma,AF Milne,4
123358,RG Sharma,PP Chawla,6
123360,RG Sharma,JW Hastings,4
123364,RG Sharma,JW Hastings,4
123377,JC Buttler,Kuldeep Yadav,4
123382,RG Sharma,GB Hogg,4
123386,JC Buttler,GB Hogg,4
123387,JC Buttler,GB Hogg,6
123390,JC Buttler,AD Russell,4
123391,JC Buttler,AD Russell,6
123392,JC Buttler,AD Russell,6
123401,MJ McClenaghan,PP Chawla,6
123402,MJ McClenaghan,PP Chawla,6
123404,MJ McClenaghan,Kuldeep Yadav,6
123426,RV Uthappa,TG Southee,4
123431,G Gambhir,TG Southee,4
123442,G Gambhir,TG Southee,4
123443,G Gambhir,TG Southee,4
123444,MK Pandey,MJ McClenaghan,4
123454,MK Pandey,HH Pandya,6
123466,MK Pandey,J Suchith,4
123472,MK Pandey,Harbhajan Singh,6
123476,MK Pandey,J Suchith,6
123479,G Gambhir,J Suchith,6
123490,MK Pandey,JJ Bumrah,4
123503,AD Russell,TG Southee,6
123506,AD Russell,TG Southee,6
123508,AD Russell,Harbhajan Singh,6
123512,AD Russell,Harbhajan Singh,4
123519,AD Russell,JJ Bumrah,6
123524,G Gambhir,MJ McClenaghan,4
123527,YK Pathan,HH Pandya,4
123538,SA Yadav,JJ Bumrah,4
123541,RG Sharma,AD Russell,6
123547,PA Patel,JW Hastings,4
123551,RG Sharma,JW Hastings,4
123552,PA Patel,AD Russell,4
123553,PA Patel,AD Russell,4
123559,RG Sharma,GB Hogg,4
123563,PA Patel,GB Hogg,4
123570,RG Sharma,AD Russell,4
123573,RG Sharma,AD Russell,4
123574,RG Sharma,AD Russell,4
123575,RG Sharma,AD Russell,4
123579,RG Sharma,GB Hogg,4
123583,F du Plessis,PV Tambe,4
123606,KP Pietersen,DJ Bravo,6
123610,F du Plessis,DJ Bravo,6
123616,F du Plessis,RA Jadeja,6
123627,F du Plessis,PV Tambe,4
123628,F du Plessis,PV Tambe,6
123642,KP Pietersen,JP Faulkner,4
123649,F du Plessis,SB Jakati,4
123653,F du Plessis,SB Jakati,4
123658,AM Rahane,P Kumar,4
123666,AM Rahane,SB Jakati,4
123667,AM Rahane,SB Jakati,4
123672,F du Plessis,P Kumar,4
123677,AM Rahane,PV Tambe,4
123682,F du Plessis,SB Jakati,6
123684,KP Pietersen,SB Jakati,4
123687,AJ Finch,M Ashwin,4
123688,AJ Finch,M Ashwin,4
123690,AJ Finch,M Ashwin,4
123692,AJ Finch,M Ashwin,4
123695,AJ Finch,R Bhatia,6
123698,AJ Finch,R Bhatia,6
123702,BB McCullum,MR Marsh,4
123727,BB McCullum,R Ashwin,4
123728,BB McCullum,R Ashwin,6
123740,SK Raina,I Sharma,4
123749,DJ Bravo,I Sharma,4
123750,DJ Bravo,I Sharma,4
123751,DJ Bravo,I Sharma,4
123771,MS Dhoni,DJ Bravo,4
123774,MS Dhoni,DJ Bravo,6
123776,MS Dhoni,DJ Bravo,4
123780,BB McCullum,RP Singh,4
123783,AJ Finch,I Sharma,4
123790,BB McCullum,RP Singh,6
123792,BB McCullum,RP Singh,6
123795,AJ Finch,I Sharma,4
123798,AJ Finch,I Sharma,4
123808,DJ Bravo,R Bhatia,6
123820,M Vohra,CH Morris,4
123856,AR Patel,CR Brathwaite,4
123862,MM Sharma,J Yadav,6
123864,MM Sharma,J Yadav,4
123876,P Sahu,Z Khan,4
123897,M Vohra,P Negi,4
123900,SE Marsh,P Negi,4
123917,SE Marsh,Z Khan,4
123920,M Vohra,CR Brathwaite,4
123923,M Vohra,CR Brathwaite,4
123924,M Vohra,CR Brathwaite,4
123928,DA Miller,A Mishra,4
123935,Q de Kock,AR Patel,4
123937,Q de Kock,AR Patel,4
123940,Q de Kock,AR Patel,4
123946,SV Samson,P Sahu,6
123949,SV Samson,MM Sharma,4
123955,SV Samson,GJ Maxwell,4
123956,SV Samson,GJ Maxwell,4
123962,Q de Kock,MG Johnson,4
123963,Q de Kock,MG Johnson,4
123966,Q de Kock,MG Johnson,6
123973,Q de Kock,P Sahu,4
123975,P Negi,P Sahu,6
123977,Q de Kock,Sandeep Sharma,4
124002,Q de Kock,AR Patel,4
124008,P Sahu,CR Brathwaite,6
124016,Q de Kock,MG Johnson,4
124031,S Dhawan,M Morkel,4
124036,DA Warner,M Morkel,4
124038,DA Warner,UT Yadav,4
124068,G Gambhir,A Ashish Reddy,4
124069,G Gambhir,A Ashish Reddy,4
124074,G Gambhir,BB Sran,4
124075,G Gambhir,BB Sran,4
124087,G Gambhir,Mustafizur Rahman,4
124090,G Gambhir,Mustafizur Rahman,6
124093,G Gambhir,KV Sharma,4
124094,A Ashish Reddy,UT Yadav,6
124103,RV Uthappa,B Kumar,4
124112,G Gambhir,BB Sran,4
124117,RV Uthappa,B Kumar,4
124122,RV Uthappa,BB Sran,4
124131,MC Henriques,UT Yadav,4
124170,NV Ojha,AD Russell,4
124176,EJG Morgan,SP Narine,4
124177,EJG Morgan,SP Narine,4
124179,NV Ojha,PP Chawla,4
124184,EJG Morgan,PP Chawla,4
124188,NV Ojha,SP Narine,6
124195,NV Ojha,M Morkel,6
124202,EJG Morgan,Shakib Al Hasan,6
124208,EJG Morgan,M Morkel,6
124216,G Gambhir,BB Sran,4
124228,G Gambhir,MC Henriques,4
124237,G Gambhir,B Kumar,4
124238,RV Uthappa,MC Henriques,6
124246,G Gambhir,KV Sharma,4
124257,G Gambhir,KV Sharma,4
124258,G Gambhir,KV Sharma,4
124267,PA Patel,P Kumar,4
124269,PA Patel,P Kumar,4
124274,RG Sharma,DS Kulkarni,4
124282,JC Buttler,P Kumar,4
124286,JC Buttler,DS Kulkarni,4
124311,Harbhajan Singh,DJ Bravo,4
124319,KH Pandya,JP Faulkner,4
124327,KH Pandya,DJ Bravo,4
124329,TG Southee,JP Faulkner,6
124335,KH Pandya,JP Faulkner,4
124339,TG Southee,DJ Bravo,4
124340,TG Southee,DJ Bravo,6
124344,AJ Finch,TG Southee,4
124348,BB McCullum,TG Southee,6
124356,AJ Finch,TG Southee,4
124364,SK Raina,MJ McClenaghan,4
124367,SK Raina,MJ McClenaghan,4
124382,JC Buttler,JP Faulkner,4
124387,PA Patel,SB Jakati,6
124395,PA Patel,DS Kulkarni,6
124413,AT Rayudu,PV Tambe,6
124433,AD Nath,TG Southee,4
124441,AJ Finch,Harbhajan Singh,6
124446,AJ Finch,MJ McClenaghan,4
124452,JP Faulkner,JJ Bumrah,4
124463,DS Kulkarni,JJ Bumrah,4
124466,AJ Finch,JJ Bumrah,4
124467,SK Raina,HH Pandya,6
124469,AJ Finch,Harbhajan Singh,4
124470,AJ Finch,Harbhajan Singh,4
124491,AJ Finch,TG Southee,4
124497,SK Raina,KH Pandya,4
124509,KD Karthik,HH Pandya,4
124516,M Vijay,Ankit Sharma,4
124523,M Vijay,I Sharma,4
124526,M Vijay,I Sharma,6
124531,M Vijay,Ankit Sharma,4
124547,SPD Smith,P Sahu,4
124554,SPD Smith,AR Patel,4
124564,SPD Smith,KJ Abbott,4
124565,SPD Smith,KJ Abbott,4
124567,SPD Smith,KJ Abbott,4
124571,F du Plessis,MM Sharma,4
124576,F du Plessis,KJ Abbott,4
124591,AM Rahane,Sandeep Sharma,4
124596,AM Rahane,KJ Abbott,4
124607,KP Pietersen,AR Patel,4
124608,KP Pietersen,AR Patel,4
124610,F du Plessis,AR Patel,4
124612,F du Plessis,Sandeep Sharma,4
124616,F du Plessis,Sandeep Sharma,4
124622,F du Plessis,P Sahu,4
124624,F du Plessis,P Sahu,4
124634,F du Plessis,KJ Abbott,4
124639,NLTC Perera,MM Sharma,4
124659,M Vohra,M Ashwin,4
124681,M Vijay,M Ashwin,6
124693,GJ Maxwell,M Ashwin,6
124694,GJ Maxwell,M Ashwin,4
124697,GJ Maxwell,R Ashwin,4
124698,GJ Maxwell,R Ashwin,6
124704,GJ Maxwell,NLTC Perera,4
124708,M Vijay,R Ashwin,4
124730,M Vijay,IK Pathan,4
124734,M Vohra,NLTC Perera,4
124741,M Vohra,I Sharma,4
124742,M Vohra,I Sharma,4
124743,M Vohra,I Sharma,4
124745,M Vohra,NLTC Perera,4
124746,M Vohra,NLTC Perera,4
124762,AB de Villiers,Z Khan,4
124763,AB de Villiers,Z Khan,4
124764,V Kohli,CH Morris,4
124768,AB de Villiers,Mohammed Shami,6
124772,AB de Villiers,Z Khan,4
124773,AB de Villiers,Z Khan,4
124774,AB de Villiers,Z Khan,4
124777,V Kohli,Mohammed Shami,4
124778,V Kohli,Mohammed Shami,4
124780,Q de Kock,YS Chahal,6
124787,KK Nair,D Wiese,4
124792,Q de Kock,D Wiese,6
124793,Q de Kock,D Wiese,4
124796,Q de Kock,SR Watson,4
124801,KK Nair,S Aravind,4
124803,Q de Kock,S Aravind,4
124806,KK Nair,HV Patel,6
124811,Q de Kock,HV Patel,4
124817,Q de Kock,D Wiese,4
124818,Q de Kock,D Wiese,4
124822,JP Duminy,SR Watson,4
124826,Q de Kock,S Aravind,4
124836,Q de Kock,Parvez Rasool,4
124838,Q de Kock,Parvez Rasool,4
124839,Q de Kock,Parvez Rasool,4
124843,Q de Kock,S Aravind,4
124848,Q de Kock,SR Watson,4
124853,Q de Kock,Parvez Rasool,4
124857,AB de Villiers,CH Morris,4
124861,AB de Villiers,CH Morris,4
124863,AB de Villiers,P Negi,4
124869,V Kohli,A Mishra,4
124878,AB de Villiers,P Negi,4
124890,V Kohli,P Negi,6
124905,SR Watson,CR Brathwaite,6
124906,SR Watson,CR Brathwaite,4
124907,SR Watson,CR Brathwaite,4
124912,V Kohli,A Mishra,6
124913,V Kohli,A Mishra,4
124917,SR Watson,Z Khan,6
124919,V Kohli,Z Khan,4
124920,V Kohli,Z Khan,6
124921,V Kohli,Z Khan,4
124922,SR Watson,Mohammed Shami,6
124946,KM Jadhav,CH Morris,4
124951,Q de Kock,YS Chahal,4
124958,KK Nair,D Wiese,4
124959,Q de Kock,HV Patel,6
124963,KK Nair,HV Patel,4
124967,KK Nair,D Wiese,4
124969,Q de Kock,D Wiese,4
124986,KK Nair,YS Chahal,4
125007,AT Rayudu,BB Sran,4
125011,PA Patel,BB Sran,4
125019,PA Patel,BB Sran,4
125031,AT Rayudu,Bipul Sharma,6
125033,KH Pandya,Bipul Sharma,6
125034,KH Pandya,Bipul Sharma,6
125035,KH Pandya,Bipul Sharma,6
125037,AT Rayudu,Mustafizur Rahman,4
125041,KH Pandya,Mustafizur Rahman,4
125044,KH Pandya,B Kumar,4
125056,KH Pandya,BB Sran,4
125081,DA Warner,MJ McClenaghan,6
125083,DA Warner,MJ McClenaghan,4
125090,DA Warner,TG Southee,4
125101,AT Rayudu,MC Henriques,6
125103,AT Rayudu,Mustafizur Rahman,4
125121,JC Buttler,MC Henriques,4
125144,DA Warner,Harbhajan Singh,4
125148,EJG Morgan,Harbhajan Singh,4
125157,DA Warner,MJ McClenaghan,4
125163,DA Warner,TG Southee,4
125168,DJ Hooda,HH Pandya,4
125169,DJ Hooda,HH Pandya,4
125173,DA Warner,JJ Bumrah,6
125179,DA Warner,MJ McClenaghan,6
125181,DA Warner,MJ McClenaghan,6
125203,MC Henriques,Harbhajan Singh,6
125205,MC Henriques,Harbhajan Singh,4
125206,DA Warner,HH Pandya,4
125217,DA Warner,Harbhajan Singh,4
125227,RV Uthappa,Sandeep Sharma,4
125237,RV Uthappa,KJ Abbott,4
125239,RV Uthappa,Sandeep Sharma,4
125243,RV Uthappa,Sandeep Sharma,4
125245,RV Uthappa,KJ Abbott,4
125254,RV Uthappa,MM Sharma,4
125255,RV Uthappa,MM Sharma,4
125257,RV Uthappa,AR Patel,4
125261,G Gambhir,KJ Abbott,4
125263,KJ Abbott,AD Russell,6
125265,SE Marsh,Shakib Al Hasan,4
125272,SE Marsh,SP Narine,4
125288,SE Marsh,M Morkel,4
125302,SE Marsh,AD Russell,6
125306,M Vijay,M Morkel,4
125320,M Vijay,Shakib Al Hasan,4
125327,SE Marsh,M Morkel,4
125331,M Vijay,Shakib Al Hasan,4
125335,M Vijay,M Morkel,4
125371,DA Miller,PP Chawla,4
125377,SE Marsh,PP Chawla,4
125396,SA Yadav,MM Sharma,4
125402,Shakib Al Hasan,AR Patel,4
125406,YK Pathan,KJ Abbott,4
125407,YK Pathan,KJ Abbott,4
125412,SA Yadav,MM Sharma,4
125416,MK Pandey,MM Sharma,4
125427,RV Uthappa,P Sahu,4
125435,G Gambhir,GJ Maxwell,4
125448,G Gambhir,GJ Maxwell,4
125467,V Kohli,TG Southee,4
125470,KL Rahul,TG Southee,4
125472,KL Rahul,MJ McClenaghan,6
125473,KL Rahul,MJ McClenaghan,6
125474,KL Rahul,MJ McClenaghan,4
125482,AB de Villiers,TG Southee,4
125488,V Kohli,JJ Bumrah,4
125495,AB de Villiers,Harbhajan Singh,4
125507,KA Pollard,SR Watson,4
125509,JC Buttler,Iqbal Abdulla,6
125510,JC Buttler,Iqbal Abdulla,6
125518,KA Pollard,KW Richardson,6
125519,KA Pollard,KW Richardson,6
125522,KA Pollard,SR Watson,6
125525,KA Pollard,SR Watson,4
125526,KA Pollard,SR Watson,4
125527,SN Khan,MJ McClenaghan,4
125529,TM Head,MJ McClenaghan,6
125531,SN Khan,MJ McClenaghan,6
125535,SN Khan,JJ Bumrah,6
125542,PA Patel,VR Aaron,4
125557,RG Sharma,KW Richardson,4
125560,AT Rayudu,KW Richardson,4
125564,RG Sharma,VR Aaron,6
125567,RG Sharma,VR Aaron,4
125569,AT Rayudu,VR Aaron,4
125576,AT Rayudu,SR Watson,4
125581,RG Sharma,HV Patel,6
125587,V Kohli,Harbhajan Singh,4
125589,AB de Villiers,Harbhajan Singh,4
125596,AB de Villiers,HH Pandya,6
125622,SN Khan,JJ Bumrah,4
125627,TM Head,HH Pandya,6
125638,TM Head,MJ McClenaghan,4
125644,TM Head,JJ Bumrah,4
125650,RG Sharma,STR Binny,4
125654,RG Sharma,Iqbal Abdulla,6
125658,RG Sharma,Iqbal Abdulla,4
125680,AT Rayudu,HV Patel,4
125681,AT Rayudu,HV Patel,4
125686,JC Buttler,Iqbal Abdulla,4
125689,JC Buttler,SR Watson,4
125692,KA Pollard,SR Watson,4
125700,SK Raina,B Kumar,4
125702,SK Raina,B Kumar,4
125705,SK Raina,B Kumar,4
125707,SK Raina,BB Sran,4
125714,BB McCullum,BB Sran,6
125716,BB McCullum,BB Sran,4
125718,SK Raina,DJ Hooda,4
125735,SK Raina,Bipul Sharma,4
125758,SK Raina,BB Sran,4
125767,SK Raina,B Kumar,4
125776,DA Warner,DW Steyn,4
125778,DA Warner,DW Steyn,4
125794,DA Warner,P Kumar,4
125795,DA Warner,P Kumar,4
125798,DA Warner,P Kumar,4
125801,S Dhawan,DJ Bravo,4
125809,DA Warner,SK Raina,4
125810,DA Warner,SK Raina,4
125826,S Dhawan,DJ Bravo,4
125830,KD Karthik,DJ Hooda,4
125858,SK Raina,Mustafizur Rahman,4
125878,DA Warner,PV Tambe,4
125888,S Dhawan,DJ Bravo,4
125889,S Dhawan,DJ Bravo,4
125900,S Dhawan,DS Kulkarni,4
125907,DA Warner,RA Jadeja,4
125914,AM Rahane,STR Binny,4
125916,AM Rahane,STR Binny,4
125926,SPD Smith,HV Patel,4
125933,AM Rahane,KW Richardson,4
125939,MS Dhoni,HV Patel,4
125959,AM Rahane,STR Binny,4
125962,AM Rahane,STR Binny,4
125966,AM Rahane,T Shamsi,4
125968,MS Dhoni,T Shamsi,4
125978,AM Rahane,T Shamsi,4
125990,KL Rahul,I Sharma,4
126001,V Kohli,I Sharma,6
126002,V Kohli,I Sharma,4
126007,V Kohli,NLTC Perera,4
126015,AB de Villiers,Ankit Sharma,4
126022,AB de Villiers,I Sharma,4
126025,V Kohli,I Sharma,4
126044,AB de Villiers,Ankit Sharma,6
126046,AB de Villiers,R Bhatia,4
126051,AB de Villiers,M Ashwin,6
126056,AB de Villiers,M Ashwin,6
126062,AB de Villiers,R Ashwin,4
126070,AB de Villiers,M Ashwin,4
126072,AB de Villiers,M Ashwin,4
126096,V Kohli,NLTC Perera,6
126104,V Kohli,I Sharma,4
126105,V Kohli,I Sharma,4
126108,AB de Villiers,I Sharma,6
126109,V Kohli,NLTC Perera,4
126111,V Kohli,NLTC Perera,4
126123,MS Dhoni,T Shamsi,4
126128,NLTC Perera,T Shamsi,6
126136,R Bhatia,SR Watson,4
126138,NLTC Perera,SR Watson,6
126144,R Bhatia,HV Patel,6
126146,NLTC Perera,HV Patel,4
126147,NLTC Perera,HV Patel,4
126148,NLTC Perera,HV Patel,4
126149,NLTC Perera,HV Patel,6
126155,AM Rahane,SR Watson,4
126165,KA Pollard,Z Khan,6
126168,RG Sharma,CH Morris,6
126185,SS Iyer,MJ McClenaghan,4
126186,SS Iyer,MJ McClenaghan,6
126188,SV Samson,JJ Bumrah,4
126202,SV Samson,HH Pandya,4
126206,KK Nair,Harbhajan Singh,4
126230,SV Samson,Harbhajan Singh,6
126236,RG Sharma,CH Morris,4
126242,Q de Kock,TG Southee,4
126243,Q de Kock,TG Southee,4
126250,RG Sharma,Z Khan,4
126255,RG Sharma,Z Khan,4
126261,AT Rayudu,Mohammed Shami,4
126262,RG Sharma,P Negi,4
126263,RG Sharma,P Negi,4
126265,RG Sharma,P Negi,4
126267,AT Rayudu,P Negi,4
126269,RG Sharma,Mohammed Shami,4
126272,AT Rayudu,Mohammed Shami,4
126273,AT Rayudu,Mohammed Shami,4
126303,KH Pandya,A Mishra,6
126308,KH Pandya,Imran Tahir,4
126311,KH Pandya,Mohammed Shami,4
126313,SV Samson,Harbhajan Singh,4
126320,SV Samson,KH Pandya,4
126325,JP Duminy,KA Pollard,6
126341,JP Duminy,JJ Bumrah,4
126343,SV Samson,MJ McClenaghan,6
126346,JP Duminy,MJ McClenaghan,4
126349,JP Duminy,JJ Bumrah,4
126366,P Negi,JJ Bumrah,4
126368,JP Duminy,JJ Bumrah,6
126398,KH Pandya,Imran Tahir,6
126399,KH Pandya,Imran Tahir,4
126403,KH Pandya,Z Khan,4
126417,M Vohra,B Kumar,4
126423,M Vohra,BB Sran,6
126427,SE Marsh,B Kumar,4
126439,M Vohra,BB Sran,4
126440,M Vohra,BB Sran,4
126456,DA Miller,MC Henriques,4
126458,SE Marsh,MC Henriques,4
126461,SE Marsh,DJ Hooda,6
126462,SE Marsh,DJ Hooda,4
126484,AR Patel,B Kumar,6
126488,AR Patel,B Kumar,4
126498,S Dhawan,Sandeep Sharma,4
126506,S Dhawan,KJ Abbott,4
126507,DA Warner,Sandeep Sharma,6
126510,DA Warner,Sandeep Sharma,6
126512,DA Warner,Sandeep Sharma,4
126515,DA Warner,KJ Abbott,4
126518,DA Warner,KJ Abbott,4
126521,DA Warner,GJ Maxwell,6
126522,DA Warner,GJ Maxwell,4
126529,DA Warner,MM Sharma,4
126532,DA Warner,R Dhawan,4
126546,DA Warner,R Dhawan,4
126563,NS Naik,MC Henriques,4
126566,SE Marsh,DJ Hooda,6
126585,AR Patel,MC Henriques,6
126595,AR Patel,B Kumar,6
126606,MC Henriques,AR Patel,4
126611,S Dhawan,KJ Abbott,4
126613,EJG Morgan,KJ Abbott,4
126620,S Dhawan,R Dhawan,4
126633,EJG Morgan,R Dhawan,6
126650,EJG Morgan,MM Sharma,4
126655,BB McCullum,KW Richardson,4
126659,DR Smith,YS Chahal,4
126660,DR Smith,YS Chahal,6
126666,DR Smith,KW Richardson,6
126668,DR Smith,Iqbal Abdulla,4
126672,BB McCullum,SR Watson,4
126679,DR Smith,Iqbal Abdulla,4
126681,BB McCullum,KW Richardson,4
126682,BB McCullum,KW Richardson,6
126683,BB McCullum,KW Richardson,4
126696,BB McCullum,T Shamsi,4
126704,KD Karthik,SR Watson,4
126711,SK Raina,T Shamsi,4
126720,BB McCullum,KW Richardson,6
126722,V Kohli,DJ Bravo,6
126724,V Kohli,DJ Bravo,4
126725,V Kohli,DJ Bravo,4
126734,SR Watson,DS Kulkarni,4
126744,V Kohli,P Kumar,4
126745,V Kohli,P Kumar,4
126749,AB de Villiers,DS Kulkarni,4
126752,V Kohli,PV Tambe,4
126753,V Kohli,PV Tambe,4
126758,V Kohli,SB Jakati,4
126762,AB de Villiers,SB Jakati,4
126779,KL Rahul,RA Jadeja,4
126785,V Kohli,PV Tambe,4
126801,KL Rahul,DJ Bravo,4
126807,KL Rahul,SB Jakati,6
126816,V Kohli,DJ Bravo,4
126823,KL Rahul,DS Kulkarni,6
126824,KL Rahul,DS Kulkarni,6
126825,V Kohli,P Kumar,4
126828,KL Rahul,P Kumar,4
126829,KL Rahul,P Kumar,4
126841,V Kohli,DS Kulkarni,4
126846,KD Karthik,Iqbal Abdulla,4
126851,DJ Bravo,SR Watson,4
126854,SK Raina,SR Watson,4
126870,RA Jadeja,Iqbal Abdulla,6
126882,SK Raina,KW Richardson,4
126892,KD Karthik,Iqbal Abdulla,4
126897,UT Yadav,NLTC Perera,6
126904,AM Rahane,M Morkel,6
126907,AM Rahane,M Morkel,4
126924,AM Rahane,Shakib Al Hasan,4
126930,AM Rahane,AD Russell,4
126933,SPD Smith,AD Russell,4
126942,AM Rahane,PP Chawla,4
126960,SPD Smith,SP Narine,4
126974,G Gambhir,JA Morkel,4
126975,G Gambhir,JA Morkel,4
126978,SA Yadav,JA Morkel,4
126983,SA Yadav,NLTC Perera,4
126985,SA Yadav,JA Morkel,4
126986,SA Yadav,JA Morkel,4
126995,SA Yadav,R Ashwin,6
127003,SA Yadav,NLTC Perera,4
127006,SA Yadav,R Ashwin,6
127032,YK Pathan,M Ashwin,4
127058,NLTC Perera,R Sathish,6
127066,AM Rahane,PP Chawla,6
127073,AM Rahane,UT Yadav,6
127078,JA Morkel,SP Narine,6
127079,JA Morkel,SP Narine,6
127088,MS Dhoni,M Morkel,6
127090,MS Dhoni,M Morkel,4
127091,MS Dhoni,M Morkel,4
127095,YK Pathan,M Ashwin,6
127109,SA Yadav,M Ashwin,4
127117,AD Russell,Ankit Sharma,6
127119,AD Russell,Ankit Sharma,6
127128,YK Pathan,M Ashwin,6
127130,YK Pathan,R Bhatia,4
127136,PP Chawla,NLTC Perera,4
127139,R Sathish,JA Morkel,6
127143,PA Patel,MG Johnson,4
127155,PA Patel,MG Johnson,4
127169,PA Patel,MG Johnson,4
127170,PA Patel,MG Johnson,4
127175,PA Patel,MM Sharma,4
127182,AT Rayudu,GJ Maxwell,6
127187,AT Rayudu,P Sahu,4
127195,PA Patel,AR Patel,4
127202,PA Patel,P Sahu,6
127203,AT Rayudu,Sandeep Sharma,4
127205,AT Rayudu,MG Johnson,4
127213,HH Pandya,MG Johnson,4
